 Crushed/run-over of non-operator by operating cons, Wall (earthen) collapse, Crushed/run-over by construction equipment during," Electric shock, other and unknown cause", Crushed/run-over/trapped of operator by operating," Fall, other", Other," Drown, non-lethal fall", Trench collapse, Electrocution by equipment contacting wire, Fire/explosion, Unloading-loading equipment/material (except by cr, Electrocution from equipment installation/tool use, Fall from/with platform catwalk (attached to struc, Asphyxiation/inhalation of toxic vapor, Fall from roof, Fall from/with ladder, Collapse of structure, Fall from/with scaffold, Lifting operations,Non record, Elevator (struck by elevator or counter-weights), Electrocution by touching exposed wire/source, Caught in stationary equipment, Crushed/run-over by highway vehicle, Struck by falling object/projectile, Fall through opening (other than roof), Heat/hypothermia, Fall from vehicle (vehicle/construction equipment), Fall from/with structure (other than roof), Fall from/with bucket (aerial lift/basket)
3.5666646530653345,1.6235116828453675,2.087750005103619,2.3511191600267374,2.1353794232231413,2.4330364431590086,2.173436492804906,2.038270897851755,1.670470531729667,1.6382401197237149,2.252627290095346,3.2615729164240927,1.9816902274566508,1.8541041590114038,3.238090027937285,3.3076171807193733,1.7472397687450254,2.0000479324416203,1.5195722156468627,1.9520125796209515,4.834093570518944,1.7004268235270612,2.4383762035859258,2.038244587630726,1.8099385043491876,2.0878534170744096,3.0604652930554206,2.5643668184521946,2.012320520150086,2.0634976433084153,1.7639014822017924
3.096467330387197,3.8826030112142975,2.326319409247387,1.9859640304574184,3.4627539976866712,2.192491059114971,1.8398625453128918,1.8406251501340534,1.9145503251476461,2.8007699127340833,1.7542635904475303,2.791374345779195,2.3753744545259075,3.623543310440387,2.0003507259356996,3.7856696143228183,3.005517473536611,2.6721310573480097,2.674569878751167,2.7158295082205854,1.6872219559476878,4.877113990722487,3.24895586382586,3.3642079820608695,2.457375186501268,4.275198973042847,3.9883687444007836,3.0086199485419014,2.8705925680839854,3.6153911975005,3.4746331611752885
3.786862874652018,3.31059209206117,2.1927455013845387,3.1021903403930007,3.876930477158508,1.9964522328369059,2.5957387081208942,2.552301021506496,2.2541844299199623,4.189542129856884,3.6789122871807365,3.0393232758336355,3.967694945321302,2.0530001884213522,3.92830923455824,3.2941418895289107,1.9495816214280235,2.1239175708693923,2.236707463675401,2.5049464029006727,2.433493947379813,3.268323485936349,4.6872383629484435,2.868910213553963,2.7388391243292105,3.702257815100798,3.025990926161845,3.7395741226985293,2.287028725089847,2.225446308990045,1.7689326838770176
2.2097744716387773,2.411282557974757,3.240548051184062,2.653929763677673,3.4126530173603378,2.3713692075651145,3.532937633520117,2.6078391997604684,1.943078789249953,3.77781762327509,2.025099990820565,2.4767506695733315,3.478512600165676,2.2572179112148136,3.0668236204990746,2.68949565628597,2.034034075933361,1.8752658480640307,2.8322900815179883,3.6203154369907242,2.0175848994181225,3.353736814643314,2.8387734343342954,4.80532608610962,2.4468073336905496,2.766147106813996,2.2155508049366395,2.4438647364475568,3.6629537601109674,1.9845058025392253,2.5460811427126693
3.6811469089677304,2.0588262562355077,2.855390502782854,2.7919636851086715,2.903743180907033,2.3095849921582996,2.2389194596079394,3.2017233926760644,1.8278406000226235,2.36773775482225,2.616684425220912,3.1904248935333985,2.599239883346767,2.248324269829963,2.476129594592237,3.315355097340996,1.9566752431409082,1.748124592521488,1.895236330012561,1.5523271058073658,1.8072865211228417,2.46515428681382,2.733300031449206,2.4626289838222597,4.88757228985687,3.4702181887983246,2.231110745649787,3.062362308959261,3.916794016403569,2.326747849824729,2.571694761834312
2.477637634299648,3.254705695413919,2.0580364382210194,2.3430318086281305,3.2981100432845603,3.4350128916785194,2.298206007827029,3.947281047504586,2.497902079678418,2.84167383867202,2.125754045090346,3.017155827996948,2.083223675707565,2.2848202966725073,2.3955217012249195,3.5699482810458276,3.25047686354781,2.506203556510783,2.7891062735645322,2.2517222389091476,2.075631921289542,4.275167935400772,3.6967238180258133,2.7830975479930373,3.4633013313709653,4.754013391230313,3.7699765686777806,3.5431610080483575,2.9769668052580576,2.6392796844478577,2.717426340169639
3.1217722491885267,3.6401052672609753,2.706060265331382,2.622828309801463,2.8009086927600313,3.9791209904032145,3.6655452286750627,3.713127092740293,2.3392496802817915,2.26922908402499,1.8982773043283165,3.34587464767056,2.187646399198124,3.826053910874295,2.366795557338943,3.7634373406643604,3.8915938708592135,2.645668043295684,3.9440522915263925,2.086984872692784,3.054729595002974,3.9937735777390966,3.0248437452244064,2.237031108491111,2.2352812835329985,3.7739901005747294,4.709441632923571,2.100142333159238,3.73171796897511,4.1265943374339225,3.901098013851689
4.08605660847499,2.3973908709213596,1.9068291481984674,1.5738042019393028,3.5499114866767543,1.5662562022476014,1.5457128766744468,2.666334375177933,1.8942216706090782,1.8116149793318992,3.734558238396273,2.441558136928024,2.185421610917741,2.73069375575775,3.782926391625889,2.787519013329407,2.6793913788904673,2.0421826335809468,2.30824132738976,1.5464807205474114,2.5585111058558763,3.029679965775208,3.74062766842703,2.4766653940431964,3.07185424461643,3.554524856822952,2.105249173637897,4.9138512384408,2.127167016305652,2.176197209202121,3.7106828780540706
2.7137454177796165,2.6417007095642258,3.2910809515547443,2.535509169236022,2.8362267955397917,3.970903849104151,2.3578503206411527,3.9777089756104895,2.1213479860832196,3.3734364541611255,2.2997222555863086,2.2557550495423753,3.795593646098144,3.5574878686980886,2.5526591940733,4.250080922797177,3.0650292800881815,1.8825743834268067,3.586749252653466,2.8343533082178216,2.0017972080959052,2.879576838364474,2.2781809478387247,3.6691430857681855,3.915037174746349,2.9809929519984695,3.7276669776358933,2.120622237354731,4.7660734997156515,3.4073977008859684,4.13733513458561
2.242508462524542,3.72750975190052,2.559852269470336,2.18292101415081,2.438416415719315,3.923424985773928,3.5396650592901846,2.1076238239383662,2.1715236177721984,2.0628839758224684,2.023156697869996,2.754718535610386,1.9582437568433517,4.053071404132304,2.772329063574798,3.763994143009429,4.137514907019746,3.243196177484438,4.097317780660459,1.9851646240494565,2.0549001975801833,3.62138220485553,2.218222677359613,1.9960195768793842,2.326073008079467,2.641518485048984,4.125382946423009,2.1674241019541087,3.4053570630968926,4.748460114291886,4.27158365321214
2.039389239347205,2.7551244574818776,2.6704107337585605,1.678363255244801,2.9681111476852267,3.158820153192719,1.758332085758903,3.0202416250793176,2.0201578406000986,2.1281925946933953,2.8527304576532577,2.5746805335129017,2.919589653934712,4.116003410565001,2.7617493318912696,3.922087237320387,4.159522644943207,1.7623960051382845,4.083325727193879,2.5458753854590617,1.7503642886658395,3.4722901053131827,1.7536299027829345,2.552197502054283,2.554895663519492,2.7048662026241383,3.88915159525862,3.6939040366649953,4.128182875953247,4.269603820388792,4.847871844920771
