SummaryNr,Degree,Nature,Occupation,FallDist,Cause,FatCause
202013314,4,6,12,2,3,7
200001030,4,1,12,3,2,7
120308267,3,3,2,1,4,7
201404183,3,1,15,3,5,7
170869614,3,1,3,3,3,7
200261311,4,1,12,3,5,7
201484441,3,3,15,2,8,7
201700887,4,1,1,1,3,7
201761111,1,3,12,2,3,7
201761111,4,3,12,2,3,7
201793197,3,3,15,2,3,7
201404043,1,1,15,2,4,7
200851525,4,6,12,3,3,7
170831614,3,1,15,3,15,7
201501780,3,1,5,2,3,7
201981842,4,6,2,3,13,4
170667166,4,6,12,3,13,7
200261121,4,6,12,3,5,7
201483823,3,1,15,2,4,7
201361078,4,7,15,2,4,7
201082328,3,1,6,2,2,7
201082328,1,7,6,2,2,7
000898718,4,1,15,3,2,2
200710846,4,1,12,1,10,7
200600674,3,1,12,3,11,7
201611506,4,1,15,1,12,7
170869275,1,3,5,1,2,2
200370591,4,6,1,3,5,7
201403359,4,1,15,2,4,7
000656082,4,3,2,2,2,7
200830172,4,1,12,1,6,7
201520624,3,1,6,1,2,7
201403136,4,1,15,3,4,7
201121704,3,6,1,1,11,4
170869267,3,1,6,2,10,7
200460517,3,1,12,3,5,7
170869127,3,1,3,1,16,7
200550721,4,1,2,1,15,7
200641041,4,3,12,1,3,7
202003331,4,6,6,3,2,4
201052727,3,1,15,1,2,7
200460418,3,6,12,2,13,7
170831408,3,1,19,3,3,4
200620326,4,3,12,3,5,7
201121647,3,1,14,2,3,4
201061876,3,1,1,2,5,7
200460301,3,1,12,2,2,7
200640993,4,3,12,2,13,7
000896639,4,6,2,3,4,7
201031929,3,1,12,2,13,7
000897702,4,6,12,2,4,7
200260479,4,1,12,2,5,7
200000578,4,6,12,3,5,4
170388698,4,3,12,1,2,7
200850832,4,1,12,2,15,7
200200673,4,6,12,3,11,4
200200673,4,6,12,3,11,4
200460269,3,1,12,2,11,7
170614267,3,1,2,2,6,7
200640936,4,3,12,3,5,7
170865737,3,1,2,3,3,4
200962447,3,1,1,2,11,7
200780435,4,3,15,1,14,7
000814822,4,6,4,1,8,4
200021038,3,3,12,3,1,7
170866156,3,1,1,1,8,7
000896670,3,1,2,2,4,7
200600526,4,6,12,1,11,4
201061256,3,6,5,2,3,4
201760618,4,3,12,2,5,4
201791274,3,1,2,2,3,7
201031408,3,1,5,3,11,7
171056401,3,7,2,2,5,7
170701445,3,1,1,3,13,7
201040466,4,6,15,3,10,4
200050342,3,7,12,2,4,7
170100879,3,1,12,2,10,7
170847628,3,3,6,1,3,4
201060886,3,1,1,2,2,4
014242218,4,1,12,3,5,4
170872105,3,1,1,1,5,7
201050911,3,1,2,2,2,2
201770260,3,1,12,2,7,7
170363071,1,5,6,2,4,7
170724306,3,1,2,1,4,7
000655829,3,7,12,2,6,7
201091675,3,1,1,3,13,7
201120508,3,1,12,1,2,4
200000297,4,3,12,1,4,4
000880930,4,1,12,1,11,4
170160410,4,3,2,3,4,7
170160386,1,7,2,1,4,4
170614507,3,1,1,1,4,7
170902258,3,1,1,1,3,7
201480548,3,1,2,2,3,7
202085296,4,1,15,3,4,7
202085296,4,1,15,3,4,7
170896039,3,1,1,1,2,7
170847925,3,1,6,1,3,4
200350379,4,7,6,3,4,7
170167738,4,6,6,3,4,7
170831838,3,1,1,2,4,7
170831838,3,7,1,2,4,7
000655621,1,1,12,2,12,7
170162960,3,1,4,2,4,7
201150513,3,1,15,1,2,2
000601161,4,6,12,3,5,7
000510875,3,1,2,2,4,7
000756387,4,6,3,2,6,4
000956763,3,1,15,2,6,7
170902217,3,1,2,1,11,7
170064182,4,6,12,3,5,4
170382535,3,1,15,1,1,4
171009830,3,1,12,1,3,7
171001035,4,6,12,3,8,7
200650117,4,6,2,3,15,7
200960532,1,7,2,1,3,7
170588214,1,7,2,2,4,7
201040128,3,1,14,3,2,7
170614424,3,1,2,2,6,2
170899728,3,6,15,2,3,7
200535979,4,6,12,3,3,7
202675302,3,1,6,1,8,7
202723722,4,1,2,3,11,7
201079373,3,1,1,2,7,7
200626984,4,1,12,3,3,7
202715751,3,6,15,2,3,4
201186871,3,3,1,3,3,7
201186871,3,1,1,3,3,7
200923092,4,6,5,1,3,4
200626950,4,6,4,2,2,4
202658142,3,1,15,2,1,7
202588604,3,6,5,2,2,7
201205036,3,3,12,1,4,4
202637203,4,6,5,2,2,2
201186848,3,1,1,2,3,7
201129814,3,1,15,1,2,2
200171189,4,1,5,2,2,2
202556189,4,1,12,1,3,7
202651519,3,3,5,1,2,2
202614947,3,1,12,1,11,7
201408630,4,7,14,3,11,2
202637633,4,1,15,1,1,7
201079019,3,1,2,1,4,2
201204989,3,1,12,2,2,2
201562915,4,6,1,3,5,2
202556619,1,7,15,2,2,7
202715744,3,1,2,2,3,7
202545273,3,7,12,1,3,4
202556973,3,1,2,2,2,7
202657474,1,7,5,1,2,7
202674115,3,1,15,2,6,2
202654323,3,6,12,1,2,7
202657771,3,1,15,2,2,2
202654331,3,1,1,1,3,7
202657896,3,1,15,2,2,7
202545505,3,1,12,1,8,4
202556502,3,1,1,1,1,7
202544797,1,7,1,1,10,7
202713764,4,6,2,1,3,7
202561619,4,3,5,2,2,7
201129624,3,1,2,2,1,7
201129632,3,7,1,1,3,2
202479234,3,1,15,2,3,4
202657623,3,1,3,3,5,7
201408622,4,6,5,2,2,2
202654166,4,6,8,1,2,4
201408598,4,7,5,3,2,2
202545307,3,1,15,2,3,7
202654232,3,1,12,2,2,2
202654232,3,1,12,2,2,2
202685905,3,1,15,2,3,2
200361509,3,1,2,2,1,7
201615416,3,1,15,1,2,2
200075224,4,6,12,1,3,4
202570305,4,7,5,1,3,7
201129558,4,6,15,2,10,2
201024528,3,1,5,1,2,7
201078946,3,1,5,3,3,4
202588018,3,3,2,2,2,7
201078862,3,1,6,1,5,4
201186632,3,1,12,1,3,4
202657128,3,1,5,1,11,7
202555579,3,1,15,2,2,2
200515732,4,1,5,3,11,7
202587895,3,6,4,2,11,2
202674404,1,7,5,2,3,7
202531521,3,1,15,3,6,7
200376168,3,1,5,2,2,2
202655296,3,1,2,2,1,7
201078417,3,1,15,2,5,7
202493946,3,1,1,2,11,7
202493946,1,7,1,1,11,2
202493912,3,1,14,1,11,2
202555322,3,1,5,2,2,2
202657045,3,7,1,1,3,7
201044906,3,1,2,2,8,4
202587804,3,6,5,2,2,7
202570040,4,6,12,3,2,2
202493862,3,1,2,1,2,7
202522900,3,1,5,1,4,7
202653846,1,7,3,1,6,4
202614566,3,1,12,2,2,2
200042075,4,6,12,2,2,4
202653838,3,7,12,2,11,7
202509352,3,1,15,1,2,2
202614533,3,1,12,1,3,7
202493532,3,1,1,2,2,2
202673067,3,7,12,2,2,7
201129319,3,1,1,1,2,4
202656765,3,1,2,1,2,7
202635652,4,1,5,3,2,2
201623501,3,1,15,1,2,7
201186590,3,6,1,3,3,4
170627269,3,1,15,1,3,7
202544094,3,1,1,2,3,7
202614491,3,1,12,2,2,2
202656526,1,6,1,1,1,7
201129350,1,7,1,1,3,2
200626588,4,6,15,2,2,2
202626750,3,7,5,2,11,7
202674388,1,3,2,2,3,7
202554812,3,1,15,1,2,2
202531463,3,3,12,2,2,2
202635405,3,1,12,2,2,2
202543922,1,7,12,2,2,7
201129194,3,1,15,2,2,2
200515625,4,6,10,3,11,7
202544276,3,1,12,1,13,4
200999274,4,7,15,3,6,2
201186293,3,1,1,2,3,2
201078268,3,1,2,1,1,4
201078136,3,1,5,2,11,7
201186467,3,1,5,2,11,7
202587747,3,7,4,1,8,7
200678696,4,6,12,3,2,2
202554523,3,1,6,1,2,7
202509378,3,3,15,2,1,7
201186327,3,1,15,1,11,7
202652277,3,1,1,1,10,7
202522314,3,1,5,1,2,2
202614343,3,1,6,1,1,4
202652558,4,6,15,3,3,7
201615127,3,1,6,2,3,7
200926210,4,1,5,3,2,7
202554358,3,1,5,2,2,2
201024072,3,1,5,1,3,7
200678654,4,6,12,3,3,2
200926368,4,1,15,1,2,7
202653614,1,1,12,1,2,7
200604973,4,1,1,3,10,7
202522181,3,1,15,1,11,7
202493409,3,1,12,2,3,7
202554655,3,1,5,2,2,2
201186251,3,5,1,2,3,7
201283538,4,1,15,3,2,7
201077757,3,6,1,2,3,7
202471454,3,1,12,1,6,4
200534857,4,6,15,2,1,4
202554440,3,1,5,1,11,7
201077732,3,1,3,3,11,2
200626448,4,1,4,2,2,2
202252359,1,7,12,1,3,7
200213064,4,3,12,3,2,2
201128998,3,1,15,1,8,7
200375855,4,3,1,2,3,7
202471439,3,1,5,1,2,2
201615093,3,3,5,1,11,7
200813319,4,6,5,1,1,7
202554390,3,1,1,1,3,2
200534824,3,7,2,2,3,7
202561387,3,1,12,2,2,7
201764081,4,6,12,2,5,7
201128790,3,1,5,1,3,7
202471397,3,6,2,2,2,2
201623378,3,1,5,1,11,7
202587242,3,1,5,1,2,7
202220844,4,6,12,3,11,4
200776599,3,1,1,2,10,7
202081295,4,6,5,2,2,2
202635439,3,1,2,1,1,4
202635645,4,6,14,2,8,7
202081253,3,7,5,2,2,2
200785418,4,6,12,3,3,2
202457628,3,1,1,1,5,7
201523958,3,3,12,1,2,7
202493045,3,1,15,2,3,7
200604940,4,1,5,3,2,2
200556850,4,6,5,3,2,2
202493029,3,6,5,1,2,2
200922771,4,3,12,2,3,7
202522421,1,1,12,1,2,7
201764073,4,7,12,3,2,2
200714319,4,1,15,3,2,2
200785442,4,7,12,1,10,7
200742708,4,1,12,1,6,7
202554267,3,1,1,2,11,4
202553889,3,1,2,1,2,7
201186087,3,1,1,1,3,7
202553673,3,3,5,2,2,2
201077476,3,3,5,1,11,7
202635173,3,1,12,3,2,2
201408457,4,3,15,3,2,7
202634994,3,1,15,1,2,7
202554481,3,1,15,2,3,2
200357440,4,3,5,2,3,4
200375780,4,6,15,1,6,7
200515534,4,3,5,3,3,2
201023900,3,1,14,2,11,7
200999738,4,6,6,1,1,7
202614145,3,3,5,1,2,2
200922623,4,6,5,3,2,2
201077708,3,1,3,3,11,7
200902666,4,7,12,3,2,7
202471173,3,1,1,2,3,7
202252300,3,1,12,2,3,2
200776540,3,1,12,1,2,7
202477907,3,7,12,2,10,7
202457560,3,1,5,3,11,4
201773702,3,1,5,2,3,7
202081196,4,6,5,3,2,2
202471157,3,1,5,1,2,2
200542249,4,1,12,2,2,2
200678472,4,6,12,3,2,2
201523883,3,1,12,3,3,7
201354263,4,7,12,2,2,2
202471124,3,1,15,1,3,7
202477881,3,1,12,2,11,7
200632412,4,1,15,3,3,4
200626323,4,1,5,2,2,2
202023834,4,1,12,3,2,2
202494324,4,1,12,3,11,7
200626299,4,6,12,1,3,4
202554424,3,1,1,1,3,7
202634887,3,6,12,2,10,4
202553491,3,7,1,2,3,4
201283512,4,6,12,3,2,2
201077443,3,3,1,2,5,7
200534642,4,6,12,2,2,4
201023751,3,1,5,2,2,2
202634200,3,1,2,2,3,4
202471371,3,5,1,1,3,7
202634861,3,1,1,1,3,2
201077179,3,5,15,1,3,7
201128535,1,3,1,2,5,7
202634192,3,1,6,2,6,7
200054039,3,1,12,1,11,7
201496205,3,1,15,3,2,2
201204757,3,1,15,2,11,4
202470894,3,1,1,1,3,2
202470753,3,1,1,2,11,7
200626265,4,1,2,3,2,7
202561296,3,1,1,3,5,7
202457354,3,3,15,2,2,2
202567681,3,1,1,2,10,7
202634903,1,1,1,2,3,7
202543070,4,6,15,2,3,7
201077203,3,1,2,2,1,2
201077377,3,3,1,1,3,2
200375632,3,1,1,2,5,7
200203719,4,6,12,3,2,2
201128667,3,1,2,1,8,2
202508966,3,1,1,2,3,7
200678415,4,6,12,2,10,7
202492591,3,6,1,3,3,2
200381218,3,1,6,2,5,2
170786180,3,1,1,2,3,7
200542181,4,1,12,3,2,2
201345923,3,6,15,1,2,7
202492534,3,1,1,2,3,7
202543203,1,5,2,2,4,7
201185915,1,1,15,1,13,7
202081121,4,6,6,2,2,7
202561262,4,3,5,3,2,2
202543492,3,3,1,2,2,7
201023587,3,1,1,1,3,2
200264265,3,1,2,2,2,7
200264265,3,1,2,2,2,7
200264265,3,7,2,2,2,7
200264265,3,1,2,2,2,7
200264265,3,1,2,2,2,7
200023786,4,3,1,2,4,4
202470811,3,1,1,2,3,2
202586905,3,7,1,1,10,7
202470167,3,1,15,1,1,4
202553947,3,1,2,2,11,7
201128477,3,1,15,1,3,7
202634689,3,1,12,2,3,2
200203693,4,1,15,3,3,7
200375574,4,3,14,2,3,4
202081089,1,7,12,2,3,7
200375624,3,6,5,2,2,2
200359370,3,1,5,2,2,7
202494282,4,6,12,1,3,4
202508792,3,1,2,1,2,7
201128386,3,5,5,2,2,2
202508495,3,1,1,1,3,7
202634317,3,1,15,1,6,7
200678357,4,6,12,3,3,7
201496015,3,3,1,1,10,7
202543229,3,7,15,1,11,4
200714194,4,3,12,2,2,2
202252177,3,1,12,3,13,7
201408390,4,6,15,1,2,7
200604791,4,6,5,2,2,2
202542916,3,1,12,1,3,7
200074730,3,1,12,1,11,7
200645083,4,6,15,3,2,2
200359321,3,1,5,3,2,2
200998920,4,6,2,2,6,7
200998920,1,1,15,2,6,7
201614807,4,1,14,2,11,4
201381373,4,7,2,2,2,2
201345758,4,6,5,2,2,2
200556553,4,6,12,1,8,7
202252169,3,1,12,2,3,7
200264190,4,1,12,3,3,7
202613691,3,1,12,1,3,7
202542973,3,1,3,2,3,7
202635637,4,1,12,3,2,7
202508404,4,6,5,2,2,2
202492211,3,1,12,1,5,7
202634564,3,1,12,2,2,2
202553145,3,1,5,1,2,4
201076775,3,1,15,2,3,7
201204708,3,1,1,3,2,4
200776441,4,3,6,2,3,7
201010295,3,1,1,2,11,4
202587010,3,7,12,1,3,7
202542940,3,1,2,2,2,2
200813210,4,6,12,2,1,7
202612990,3,1,5,2,2,7
200534253,4,6,5,3,2,2
200813202,4,6,12,3,2,2
202530788,3,1,12,1,1,7
202080990,3,6,5,2,2,2
200515328,4,3,5,1,8,7
202542817,3,1,12,3,1,2
202492179,3,7,12,2,11,7
201076759,3,1,3,1,11,7
200981140,4,1,12,2,2,2
200691079,3,1,5,3,2,2
200691079,3,1,5,3,2,2
202633822,3,1,5,1,2,2
202492047,3,1,5,1,3,7
201408366,4,6,15,3,7,7
202457057,4,6,5,3,2,4
200678282,4,1,12,2,2,2
202530739,3,1,12,1,11,7
201354172,4,1,1,2,3,7
201354172,3,1,1,2,3,7
202633798,3,1,2,1,1,7
202633913,3,1,1,1,8,2
200626133,4,1,12,2,6,2
202494241,4,1,12,3,8,4
202494266,3,7,12,3,3,7
202528493,4,6,12,3,10,7
200272250,4,1,5,1,2,7
201562626,4,6,2,3,2,7
201331303,3,6,2,2,2,4
200714137,4,6,15,2,2,2
202508180,3,1,2,2,2,7
201262938,3,1,5,2,2,2
201345592,3,1,2,1,2,7
202528428,4,6,12,3,5,7
201128022,3,1,1,1,3,4
200462604,4,6,12,3,2,2
201763794,4,3,15,2,2,7
201956281,3,1,12,3,2,2
202561163,3,1,15,2,2,7
200083897,3,1,12,2,2,4
202542361,3,1,12,3,2,4
202494225,4,7,12,3,5,7
202494225,4,7,12,3,5,7
313169179,3,1,14,1,4,7
202542486,4,1,1,2,3,4
202457081,3,1,15,3,2,2
201312147,4,6,12,2,3,7
200375467,4,2,2,1,11,7
202552857,3,6,1,2,3,7
200604726,4,1,12,3,3,7
200604726,3,5,12,3,3,7
202494209,4,6,12,3,2,2
202542312,4,1,1,1,3,7
202627519,1,1,1,2,3,7
201312121,4,6,12,2,2,7
201044559,3,1,12,2,6,4
200542074,4,1,12,2,11,7
200776235,3,1,12,2,2,2
201523750,3,1,2,1,2,7
200151579,4,7,15,1,8,7
202542742,3,1,5,2,11,7
202612537,4,6,12,3,2,2
202080800,3,6,12,2,2,7
200359008,4,6,12,1,8,2
200785145,4,1,12,1,1,7
202627840,3,1,5,2,2,4
202508081,3,7,1,1,8,7
200902526,4,3,15,2,5,4
200776177,4,1,12,2,2,2
201371424,4,6,12,2,2,2
200212884,4,3,12,3,2,2
202220778,4,1,1,3,8,4
200452779,4,7,1,1,3,7
202491536,3,1,5,1,2,2
202469839,3,1,2,1,6,7
201523701,3,6,5,2,2,7
200776102,3,1,12,1,7,7
200691046,4,3,6,3,6,7
202552576,3,1,5,2,2,2
200023737,4,6,12,3,2,4
200824555,4,1,12,1,3,7
201262896,3,1,2,2,2,7
201128089,3,1,5,2,2,2
202491221,3,7,5,1,3,7
200714111,4,3,15,2,10,2
201345576,3,1,5,1,2,2
202507968,3,3,15,2,2,7
202490637,3,1,15,1,10,7
202528345,4,3,15,1,1,2
201127909,3,1,14,1,11,2
200714046,4,6,12,1,10,4
202627808,3,7,15,1,8,7
200644938,4,6,12,3,2,2
202005427,4,6,5,2,2,2
200881811,3,1,15,3,11,4
200881811,3,1,15,3,11,4
200881811,3,7,15,3,11,4
201773629,4,6,12,3,2,2
202469359,4,6,5,3,2,2
202457073,3,1,5,2,2,2
200613321,3,1,12,2,2,2
202552147,3,1,5,1,2,7
202456885,3,1,15,1,6,7
202469458,3,1,5,2,2,2
200033702,4,1,5,3,2,2
202469631,3,1,15,1,3,4
202552493,3,1,5,1,11,4
200604676,4,3,12,1,11,2
201075777,4,6,1,1,3,2
200604650,4,7,12,1,11,7
202080636,4,6,5,3,2,2
201751997,4,3,5,1,2,7
201408267,4,6,15,1,6,7
202491080,3,1,1,2,4,7
201345493,4,7,2,3,2,7
202542387,3,1,1,2,4,4
201354099,4,6,12,3,2,2
200758993,4,1,12,2,2,2
202626693,4,6,1,1,11,7
202552287,3,1,1,1,3,7
201185352,3,7,1,1,3,7
202491072,3,1,1,1,11,7
200533750,4,6,12,3,6,7
202126678,4,1,5,3,2,4
202612297,3,1,12,1,3,7
202561114,3,1,15,2,6,2
200375285,4,6,15,3,1,7
200358828,4,1,1,1,3,7
201523685,3,7,2,1,6,7
202542338,3,1,5,2,2,2
200713972,4,6,1,1,3,2
202089413,3,6,12,3,5,7
201127719,3,1,2,1,3,7
200785012,4,7,1,3,3,7
200515112,4,6,12,2,6,4
201185410,3,1,1,1,3,7
201639507,3,1,5,1,2,2
201044476,3,3,12,1,11,7
202469391,3,1,1,1,11,7
201076213,3,1,5,1,2,7
201493848,3,3,2,2,6,7
202494134,4,7,12,3,11,7
200613305,3,1,12,3,6,7
201075652,3,5,1,1,10,7
200625846,4,6,12,3,1,7
201127669,3,1,6,1,11,7
200922557,4,7,1,3,4,7
201127685,3,1,5,1,2,7
200533578,3,1,15,1,3,7
201639457,3,1,5,1,2,2
202626222,3,1,15,3,6,2
202456554,3,1,1,1,11,2
201523586,3,1,5,2,2,7
201523586,3,1,5,2,2,7
202626255,1,7,15,2,6,7
201639515,3,1,12,1,3,7
201703030,3,1,12,1,6,7
201639382,3,3,12,1,10,7
200625812,4,6,12,2,2,7
201262771,3,1,12,2,2,2
201262771,1,1,12,2,2,2
200713907,4,6,12,3,2,2
201573706,4,6,12,2,3,7
200758936,1,1,6,1,2,7
202626248,1,5,15,2,11,4
202551933,3,1,2,1,1,4
202541702,3,3,12,1,11,7
200925956,4,1,1,3,3,7
170836027,4,3,2,2,2,7
170627996,3,1,1,1,11,2
200776060,3,1,12,2,2,2
201562477,4,7,15,2,5,7
200802437,3,1,12,2,3,7
200358471,4,6,12,2,2,7
200381044,4,6,1,1,11,7
200881738,3,1,12,3,2,7
200881738,3,6,12,3,2,7
200881738,3,6,12,3,2,7
200881738,1,6,12,3,2,7
200881738,1,6,12,3,2,7
200881738,1,6,12,3,2,7
202490157,3,1,2,3,8,7
201075165,3,1,5,2,2,2
202600433,3,7,12,1,11,2
202494068,4,7,12,3,3,7
200604544,4,6,5,2,14,7
200203461,4,6,3,1,4,7
201283272,4,1,12,2,2,2
201354024,4,6,12,3,4,7
200802478,3,1,12,3,3,7
200604536,4,6,2,3,2,7
200212728,4,3,12,1,4,4
201523479,3,1,15,2,6,4
200002988,4,3,5,3,2,2
202600326,1,3,2,1,1,4
200925907,4,7,5,3,2,2
200541951,4,1,12,3,8,2
200998151,4,1,5,2,2,2
200074342,3,7,15,3,2,7
202541462,3,1,12,2,2,7
202600300,1,7,12,1,2,7
202541405,3,1,2,2,2,7
201185238,3,1,4,3,2,7
201381183,1,7,12,2,2,7
201381183,1,7,12,2,2,7
202489936,3,1,5,2,2,2
201363520,4,3,12,3,11,2
201022597,3,1,15,3,6,7
202456174,3,7,15,1,11,7
200555993,4,3,12,2,5,7
200555993,3,1,12,2,5,7
202456125,3,1,1,1,1,4
200678027,1,6,12,1,10,7
200775906,3,6,2,3,2,7
200713766,4,6,12,2,11,7
202342481,4,6,12,3,6,7
201354008,4,1,5,3,2,7
201074887,3,1,5,1,2,2
201371341,4,1,12,3,6,7
202468708,3,1,15,2,12,7
200678019,4,3,12,2,11,2
200784890,4,6,5,2,2,2
200452597,4,7,12,2,11,7
202600201,3,1,5,2,2,7
202601134,3,1,1,1,3,4
200203388,4,6,12,1,2,7
202608402,1,7,15,2,2,7
200083723,1,7,12,2,2,7
201345279,4,1,6,3,8,7
200123099,4,6,12,3,2,7
202489878,3,1,1,1,1,7
201127396,3,1,14,1,11,7
201074606,3,6,1,1,1,7
200775930,3,1,12,1,2,7
200677995,4,1,12,1,11,7
202468427,4,1,12,1,8,7
202541363,3,7,1,2,11,7
201573664,4,1,15,3,3,7
202080339,1,7,5,1,1,7
202600060,3,1,5,1,6,7
200775856,4,3,5,2,2,2
201283215,4,6,5,3,2,2
201074994,3,1,1,3,10,7
200742534,4,1,12,2,3,7
202468666,3,1,1,1,3,7
201702891,3,1,12,1,2,7
201022555,3,1,5,2,2,7
202489803,3,1,5,1,2,2
200831535,3,3,1,1,10,7
201763539,4,6,2,1,3,7
201523487,3,1,5,1,2,2
200462463,4,6,12,3,2,7
202541165,3,6,1,1,11,7
200023612,4,6,12,3,2,7
201283207,4,6,12,2,2,2
202599999,3,1,1,1,3,7
202476404,3,6,5,1,2,7
202468617,3,1,1,1,11,4
200002939,4,3,6,3,5,7
200002939,3,1,6,3,5,7
201127412,3,1,12,1,2,7
202541421,3,1,2,2,4,7
200824316,3,1,12,1,6,7
202468534,3,1,1,2,8,4
202468534,3,1,1,2,8,4
202089090,4,6,12,3,5,7
200033553,4,1,2,2,2,7
202541124,3,1,1,2,2,7
201860988,4,2,5,2,2,7
200555878,4,6,12,3,8,7
200514941,4,3,1,2,3,7
202599395,4,6,5,2,2,2
201185212,3,3,1,2,3,7
200784817,4,1,5,2,3,4
202519724,3,1,15,1,3,2
202468351,3,6,1,1,1,4
201493491,3,1,2,3,12,7
200604445,4,3,1,3,2,7
202519708,3,1,15,1,6,2
201622826,3,1,2,1,3,2
201363462,4,7,12,3,10,7
202501607,3,1,5,3,2,2
202501607,3,1,5,3,2,2
202507307,3,1,1,2,3,2
201022381,3,1,5,1,11,7
200775880,3,7,1,1,3,7
200358208,4,6,5,2,2,2
201127263,3,1,2,1,2,7
200023604,4,3,5,3,2,2
200033512,4,3,5,2,2,2
201509478,3,1,1,2,5,7
201523453,3,3,15,1,3,4
200123115,3,1,2,2,2,7
200171031,4,3,12,3,6,4
201185014,3,1,2,2,3,7
202468450,3,7,14,1,11,4
200074193,4,3,1,1,11,4
200604411,4,7,12,3,11,2
201074689,3,1,5,1,3,7
201925005,4,3,12,2,2,7
200541936,4,7,12,3,3,7
200613214,3,7,12,1,3,7
201924982,4,6,12,2,2,2
202551347,3,1,1,2,2,7
201720372,4,1,1,3,7,2
202598223,3,1,5,2,2,2
202599429,3,7,15,2,2,2
200713725,4,6,12,1,10,7
202599569,3,6,2,2,6,4
200023620,4,3,15,1,3,7
202609095,3,6,2,2,2,4
201363447,4,3,15,3,5,7
201262623,3,3,14,1,11,7
201773462,4,1,12,2,8,7
200012821,4,6,12,1,3,4
201074366,3,1,15,1,12,7
201312089,4,6,1,3,3,2
200012813,4,1,15,3,8,7
200677920,4,1,12,1,11,7
200742492,4,6,12,2,6,2
202598397,3,1,15,2,1,7
201022589,3,1,2,1,3,7
201022472,3,1,5,2,2,2
201262581,4,1,5,3,2,2
201074275,3,1,5,1,2,2
202455895,3,6,15,3,3,7
170363642,3,1,5,1,8,7
202541041,3,1,12,3,11,4
201127164,3,1,1,1,1,7
201127446,3,1,2,1,2,4
201955861,4,1,1,2,3,7
202500575,1,3,12,2,3,2
202088985,4,1,2,1,6,7
202468195,3,1,4,1,11,4
201638764,3,1,12,1,10,7
202455887,3,1,15,1,3,7
201185006,3,1,1,1,2,4
201127172,3,1,1,1,2,7
201955853,4,2,2,1,3,7
202342390,4,3,12,3,2,7
200033470,4,1,12,3,6,4
200541886,4,3,12,3,2,2
200002921,4,1,2,1,3,7
200541910,4,1,12,3,2,2
202507406,3,1,1,3,5,2
200012789,4,6,15,2,3,7
201562329,4,3,5,2,3,7
201074663,3,1,5,1,2,7
200613164,4,6,12,3,3,7
200775716,3,7,12,1,2,7
202560785,3,1,12,2,2,7
202541017,3,3,12,1,11,7
201184959,3,1,1,2,3,7
201493079,3,1,1,1,2,7
201204195,3,1,2,1,2,7
201638673,3,1,12,2,1,7
200775773,3,1,5,2,2,7
202540548,3,1,15,2,5,7
202489167,3,3,5,1,10,7
200604288,4,6,12,2,2,2
200171023,4,1,12,3,1,7
200171023,4,1,12,3,1,7
201492329,4,1,1,3,11,7
201345105,4,6,12,2,1,7
200784767,4,1,12,3,11,7
201074119,3,1,15,1,2,7
201924909,4,7,5,3,2,2
202014718,4,1,5,2,2,2
202080214,3,1,12,3,2,7
202455812,3,1,5,1,11,7
200824233,3,7,12,1,2,7
200053569,4,1,12,2,11,7
202540779,3,1,12,1,2,7
202467734,3,1,1,2,3,7
200083632,3,7,12,2,4,4
202597910,3,1,1,2,11,2
201408176,4,6,15,2,2,2
202586236,3,1,1,1,13,4
200925709,4,6,15,3,2,2
201074481,3,1,5,2,2,2
200033447,4,3,12,3,2,7
202598314,3,1,5,2,6,2
202550562,3,1,15,1,3,7
201127099,3,5,1,2,2,7
202597191,3,1,2,1,1,7
202455820,3,1,1,1,11,7
202598389,3,1,15,2,2,7
202489076,3,1,5,2,2,2
202489209,3,1,3,3,4,7
200784734,4,7,12,3,2,7
202468278,3,1,2,1,11,4
202551420,3,1,1,1,3,7
202489183,3,1,2,1,2,4
201074440,3,3,1,1,11,7
201312022,4,6,12,2,2,7
200997682,4,6,15,3,2,7
200824142,4,3,15,2,8,7
202586301,3,1,12,1,11,4
200103505,4,6,5,3,2,2
201638525,3,1,12,3,2,2
202540647,3,1,12,1,3,7
202455556,3,5,2,1,2,4
202540431,3,1,5,1,11,7
100462365,4,6,5,2,2,2
170363584,3,1,15,2,2,4
200677821,4,3,5,1,2,2
200002863,4,3,12,1,11,7
201773389,4,1,12,2,11,7
202475968,3,1,12,1,3,4
201044203,1,1,1,2,3,4
170363576,3,1,15,1,2,4
202342333,3,6,12,1,3,4
201492741,3,1,5,3,2,7
202488797,4,3,5,2,2,2
200713717,4,1,12,2,2,2
201073962,3,1,12,1,8,4
202598611,3,3,5,1,3,7
202342366,3,7,14,3,2,7
200083616,4,1,12,3,5,4
201074093,3,1,15,1,2,7
200604262,4,6,15,3,2,2
200713626,4,6,12,1,2,7
201492162,4,7,15,3,2,2
202586095,3,1,12,1,11,7
202455499,3,1,15,2,1,7
201773363,4,6,15,1,2,7
202584868,3,1,6,2,5,4
201614138,1,1,15,2,3,7
202540555,3,1,2,1,6,2
201345063,3,1,1,1,1,4
202467601,3,1,1,2,2,7
202342325,3,6,2,1,2,2
202584991,3,1,5,1,2,7
201702727,3,1,12,1,2,2
200831527,3,7,5,3,2,2
201856002,4,6,6,3,4,7
311466734,1,7,15,2,1,7
311466734,4,6,15,2,1,7
202467569,3,1,14,3,11,7
202550042,4,6,15,3,3,2
201345071,4,1,15,3,8,7
