SummaryNr,Degree,Nature,Occupation,FallDist,Cause,FatCause
200261824,4,3,12,1,1,4
201172376,4,6,4,2,12,2
202327987,4,1,12,2,2,2
014269286,1,1,5,2,11,7
200261980,4,3,12,3,2,7
202086153,4,1,12,3,2,2
201406451,3,3,15,2,2,4
201406451,3,3,15,2,2,4
201612389,3,1,5,1,2,2
200830594,4,3,12,3,8,2
201172160,3,1,2,1,2,2
202349262,3,1,15,2,2,7
201633179,3,1,2,3,2,2
201102936,3,1,2,2,3,4
201406345,3,7,15,2,2,7
300791589,3,6,5,1,2,7
200800738,4,1,12,2,3,4
201164134,3,1,15,3,2,2
300859675,3,1,2,1,2,7
200331163,4,3,12,1,2,7
201201795,3,1,2,1,3,2
200331197,4,1,15,1,2,2
170763049,3,7,2,1,2,4
201181369,4,7,2,3,4,7
201201779,4,6,15,3,3,4
201681012,3,1,2,2,3,4
200611408,4,1,12,2,2,7
201065398,3,1,1,1,1,7
201503349,4,6,12,1,3,7
170841001,3,1,2,2,2,7
200420115,4,6,12,1,2,2
201484912,1,7,1,2,1,7
201156221,4,1,15,2,6,2
200772184,1,7,5,1,2,7
201351798,4,1,12,3,2,7
201041159,4,6,12,3,5,7
200840791,4,1,12,2,6,2
200261741,4,3,15,1,1,4
201056520,3,1,6,2,2,2
201351921,4,7,12,3,2,2
201985454,3,1,12,2,2,2
200711760,4,3,15,2,2,2
171010747,3,1,2,2,2,4
201502903,1,7,12,1,2,7
201502903,1,7,12,1,2,7
201065067,3,1,15,3,3,7
201941622,4,6,1,1,2,7
201351756,4,1,12,2,2,2
201065109,3,1,2,1,6,7
200512879,4,3,6,3,6,7
201123908,3,1,12,2,2,7
305405656,4,1,12,2,2,7
202343968,4,3,1,1,6,7
202330288,4,6,6,3,7,2
201984796,4,6,12,2,2,2
202341301,1,1,15,2,1,4
200800654,3,1,12,2,2,7
200800654,3,7,12,2,2,7
200741148,3,1,12,2,3,4
200201879,4,6,12,3,2,4
200201879,4,6,12,3,2,4
200201879,3,6,12,3,2,4
201361755,4,6,6,2,2,4
201680832,4,3,12,3,2,4
201484805,3,1,2,1,2,7
202340204,4,1,6,1,6,7
201351707,4,1,12,1,3,7
201064953,3,6,12,1,2,7
201406006,3,1,15,1,3,4
170390595,4,1,2,1,1,4
200673747,4,7,15,3,1,4
200001451,4,3,12,3,2,2
202329645,1,7,5,1,3,7
202329637,1,7,2,1,6,7
200372126,4,6,12,3,11,7
201143609,3,1,2,1,1,4
201123882,3,1,1,2,1,7
201680873,3,7,2,3,2,2
200201846,4,6,12,2,2,2
170840730,3,1,2,3,2,2
200022630,4,6,12,3,2,7
171062243,3,1,2,2,2,7
171062201,3,7,1,2,2,7
201034220,3,1,15,1,3,7
201095924,3,1,2,2,2,7
201056165,3,3,2,1,6,7
200372084,4,1,15,1,10,7
201095833,3,3,2,2,5,7
202260592,4,7,12,3,2,2
201095619,3,1,2,2,2,2
201612272,3,1,12,2,2,2
200611333,3,1,12,2,1,7
201571122,4,1,1,3,5,2
202329751,3,1,1,2,2,7
201351616,4,1,12,1,2,7
170871834,3,1,5,2,2,2
201034030,3,7,2,2,2,7
201632486,3,1,2,1,1,4
201095445,3,1,6,1,1,7
200101277,4,1,12,2,2,7
201113842,3,1,1,1,3,7
201405727,3,3,15,1,2,2
202337747,3,1,14,2,11,7
202337747,3,1,14,2,11,7
170629703,3,1,2,1,3,4
200000917,4,6,12,3,3,2
305023491,4,3,12,2,2,2
201163383,1,7,2,1,2,7
202250817,3,7,12,1,6,4
170873509,3,3,2,1,3,7
170626873,1,1,2,2,6,2
361483373,3,1,2,2,8,2
201116191,3,6,1,2,10,7
170871016,3,1,2,1,3,7
171061625,3,1,2,1,8,7
202317475,4,6,12,1,2,7
000947697,4,1,4,3,5,2
170387328,4,6,15,3,10,4
170098750,4,1,12,2,2,7
201632197,3,1,2,1,4,4
200170355,4,1,12,3,11,4
201750643,4,6,12,2,2,4
202329603,3,1,2,3,2,2
201056017,3,1,12,1,1,7
170870778,3,1,2,1,1,4
201405685,3,1,15,3,2,4
170667174,4,1,5,3,2,2
201163169,3,7,15,1,1,4
201064516,3,1,6,1,8,7
200642098,4,6,12,2,2,2
202250767,4,1,12,2,2,7
170870679,3,1,2,1,2,2
201701117,1,1,2,2,2,2
201171436,3,1,6,2,12,7
200810984,4,3,12,3,2,4
201095221,3,1,2,2,2,2
120269691,3,7,15,2,2,2
201055936,3,1,2,2,4,7
201113198,3,1,15,2,16,7
201261021,4,6,12,2,3,7
170871727,1,7,2,1,2,7
171061237,4,6,4,1,8,7
200740934,4,6,2,2,2,2
200673432,4,1,2,3,3,7
170790059,4,1,2,3,2,7
201064250,3,1,12,2,3,7
201064011,3,1,1,3,2,2
170871057,3,1,15,2,2,7
200170322,4,7,12,3,2,7
171061096,1,1,6,2,6,4
201521283,1,1,12,2,2,7
201521283,3,1,12,2,2,7
300785979,3,1,15,2,2,7
202013579,4,3,12,2,2,2
171125412,4,6,12,1,2,2
201094703,3,6,1,1,3,2
201180700,3,3,1,2,2,4
201502556,3,3,2,1,3,7
201281128,4,3,12,3,2,7
171060932,4,6,4,2,2,7
200740827,4,1,5,3,6,2
201180841,3,7,2,1,3,2
200001212,4,3,12,3,1,4
360238869,4,6,15,3,5,7
170019590,4,3,12,2,4,7
170568067,4,1,5,3,6,2
170568067,3,7,5,3,6,2
200800498,3,1,12,1,2,2
200770931,3,7,12,2,2,2
201094679,3,6,2,2,2,7
200740884,1,7,2,2,3,7
200740884,1,1,2,2,3,7
200740884,1,7,2,2,3,7
200740884,1,7,2,2,3,7
170865034,4,1,2,1,3,7
200051274,3,1,12,1,3,7
000955880,4,3,12,2,2,4
200690402,4,6,12,3,1,7
171060734,3,1,15,2,2,2
200621340,4,7,5,2,2,2
303932081,4,1,12,3,3,7
202317038,4,6,12,3,2,4
171011638,3,1,2,2,2,4
200966679,3,3,1,1,1,7
201405073,3,3,15,3,2,2
201180577,3,1,1,1,2,7
200969269,3,1,1,2,5,7
202317020,4,1,15,3,3,4
200201291,4,6,12,3,2,2
201502259,3,1,14,2,3,4
201055100,3,1,4,3,11,7
100040559,4,6,15,2,11,4
200051159,4,6,15,2,4,2
201180585,3,1,1,2,2,2
000812693,4,6,2,1,8,7
201180510,3,1,2,3,1,2
170205223,3,7,15,1,3,4
200610897,3,1,12,2,2,2
000952002,4,1,1,3,2,2
170794333,4,3,12,2,2,2
200610863,1,1,12,1,3,4
201054822,3,7,2,3,2,4
201054822,3,1,2,3,2,4
200621217,4,6,12,2,2,2
201162351,3,1,2,2,5,7
303383012,4,3,12,1,1,7
200460954,4,6,15,3,2,7
200711257,4,1,12,3,3,7
125741140,3,1,2,2,3,7
201351251,4,3,12,3,5,7
201631249,3,1,12,2,2,2
201612058,3,1,12,2,2,7
170626634,3,3,1,2,4,2
171059942,3,1,1,2,3,4
201054681,3,7,15,2,3,2
201201183,3,7,12,2,5,7
201094307,3,1,2,3,2,2
120276761,3,1,15,2,6,2
201341146,4,1,5,2,2,2
200080612,4,6,6,3,2,2
200460806,3,1,2,2,2,2
200022184,1,7,12,2,2,7
202250692,3,6,12,2,2,2
201112794,3,7,5,2,2,2
200610723,3,1,12,1,1,4
200610715,3,7,12,2,3,4
200051068,3,6,12,3,2,7
200610707,3,1,12,2,2,4
170841399,3,3,2,2,2,7
170841142,3,1,2,2,2,2
200001030,4,1,12,3,2,7
200672723,4,6,12,3,4,7
125495010,3,1,19,2,2,2
170827059,3,7,2,2,2,7
200967461,4,6,6,2,8,2
201162179,3,1,15,2,3,7
200030930,4,6,12,3,3,7
200401248,4,3,12,1,2,7
201260817,4,1,12,3,2,2
170869713,3,1,2,1,2,2
202250668,3,1,12,2,2,2
200620920,4,6,12,3,8,7
200770733,3,1,12,2,2,7
201153822,3,1,12,3,2,7
201484243,3,1,15,2,2,4
201063088,3,1,2,1,2,7
200610590,4,3,12,3,2,7
200210680,4,3,12,3,2,2
200820868,4,1,15,1,2,4
201501889,3,1,2,3,2,7
200840536,4,3,2,2,1,7
201122595,3,1,1,2,3,7
171059330,3,1,1,3,3,2
201062965,4,6,5,1,1,7
201310463,3,1,12,2,8,7
200040392,4,1,12,1,2,7
200610665,1,6,12,2,2,2
170869762,3,1,2,1,2,7
201271061,4,1,12,3,11,7
201161957,3,1,15,1,3,7
200650380,4,3,6,1,2,4
171059256,3,1,1,2,11,7
170841100,4,1,6,3,3,7
200781243,4,7,12,3,5,7
200270692,4,6,15,2,8,7
200690337,4,7,12,1,1,7
201631280,3,1,12,2,2,4
170205975,1,7,15,3,2,2
201054079,3,1,5,3,2,2
201200904,3,1,2,1,8,7
202312492,1,6,5,1,2,7
202312534,3,1,6,2,1,2
201483344,3,1,5,1,1,7
200800282,4,6,12,3,1,7
201750478,4,6,6,2,2,2
200851517,4,6,12,3,6,2
200620805,4,1,12,2,3,7
170625834,3,1,5,1,11,2
201141496,4,6,15,3,8,2
200770683,4,6,12,2,1,7
200410355,3,1,12,1,2,7
170006274,4,6,12,2,2,2
202003828,4,6,15,3,3,4
170831226,3,7,2,3,2,2
200261006,4,3,12,2,5,4
201093788,3,1,15,1,5,7
201403714,3,1,15,2,2,2
201501764,3,6,12,1,3,7
200781060,4,7,12,2,2,7
201770914,3,7,12,2,2,7
170272033,4,3,12,1,6,7
200965101,1,7,15,1,2,2
200420081,4,6,5,1,11,7
201403797,1,1,15,3,4,4
200330629,4,6,2,3,4,4
201570561,4,1,12,3,2,2
201280666,4,3,12,2,3,2
200000891,4,3,12,2,2,7
200672327,4,7,2,1,2,7
201403490,3,1,15,2,4,7
201620291,3,1,2,2,1,7
200740538,4,1,12,1,2,7
201482882,3,7,2,1,2,2
120276878,3,1,15,2,2,7
201141272,4,6,2,1,8,4
200021665,3,7,12,1,4,7
201121886,1,1,2,2,2,2
200830214,4,1,12,3,2,2
201952066,4,3,15,1,1,4
201680279,3,3,15,2,8,4
200690261,4,1,15,2,3,7
170831564,3,7,2,2,2,2
201161486,4,6,4,1,3,7
200600641,1,6,12,1,3,7
171058324,3,1,2,3,3,7
200201077,4,3,12,3,12,7
200770568,4,6,12,2,2,7
200770568,3,6,12,2,2,7
202312161,3,1,6,2,6,2
201121902,3,3,2,1,3,7
200820413,4,1,12,2,2,2
120138581,3,1,15,3,2,2
200820439,4,3,12,1,3,7
201062544,3,1,1,1,10,7
014228514,1,7,2,2,1,7
200100576,4,1,12,2,6,7
170123814,4,7,5,2,2,2
171058233,1,7,2,1,2,2
170238588,4,1,12,2,2,7
170869291,3,1,2,1,2,2
201520632,3,7,12,2,2,7
202044475,4,3,6,2,2,2
202013199,4,1,5,3,2,7
201180213,3,5,2,1,5,4
170075212,4,7,12,1,4,7
201200672,3,1,15,1,3,7
200330447,4,6,12,3,5,2
301162053,3,1,14,2,3,4
170869242,3,1,2,1,2,7
170866529,1,1,2,1,8,7
201152758,3,1,2,1,4,7
170360424,3,1,2,2,2,7
201250016,4,3,6,2,11,4
000896746,4,6,2,1,2,7
170843445,3,1,1,2,3,7
170853774,4,6,2,3,2,2
200641231,4,6,12,2,2,2
202289211,4,6,12,2,3,7
200641108,4,3,12,3,3,4
200000768,4,1,15,3,2,2
170079545,3,1,12,2,2,7
170079545,3,1,12,2,2,7
170869507,3,1,2,3,3,7
201792587,3,1,2,2,2,7
201403367,3,1,15,2,3,7
202085650,4,6,6,3,4,7
201112083,3,1,1,1,2,4
201161387,3,1,15,2,2,7
201161387,1,7,2,2,2,7
201161387,1,7,2,2,2,7
201630639,3,1,19,2,12,7
170731467,3,7,15,1,2,7
170731467,3,7,15,1,2,7
200070761,4,6,6,3,4,2
200851368,4,1,12,2,2,7
200000750,3,1,5,2,2,7
201611290,3,1,15,2,3,7
170866834,3,7,2,3,3,7
200641116,4,3,12,1,3,7
170205041,1,7,6,1,6,4
201032141,3,1,1,3,13,7
000700690,3,1,12,2,2,2
171057797,3,1,2,2,2,7
201121613,3,7,12,2,1,4
201501301,3,1,1,2,2,7
200671931,4,7,2,2,2,2
201161288,3,1,15,3,6,2
200410082,3,1,2,1,2,4
201200573,3,3,15,1,11,7
201111911,3,1,2,3,8,2
200010478,4,1,5,3,2,2
202003349,4,6,5,3,2,2
201340544,3,7,15,1,4,7
200840395,4,3,15,3,10,7
201092707,1,1,2,1,2,7
200710762,4,1,5,2,2,2
200550903,4,3,2,1,2,7
000896696,4,3,12,2,2,2
202311833,3,1,2,2,6,4
170866503,3,1,2,2,2,2
201791985,4,3,12,1,2,2
200460368,4,6,2,1,1,4
200080240,3,1,2,1,1,7
200641033,4,3,12,3,3,2
171057466,4,1,5,2,2,2
200770360,3,7,12,1,3,7
201200599,3,3,12,3,2,2
201630779,3,5,12,1,2,2
200450609,4,1,12,2,2,7
200030609,4,1,12,3,1,4
201402708,1,7,15,1,2,4
170381206,3,3,6,3,3,2
201402658,3,6,15,2,1,7
202311577,3,1,2,2,2,2
201402690,3,1,15,2,5,7
170866271,3,1,2,2,3,2
200671568,4,3,12,2,3,4
201981339,3,6,15,3,2,7
201052198,3,1,15,2,2,2
201260403,4,1,12,3,2,7
014304547,3,1,12,2,3,2
201790961,3,6,2,3,2,7
201092418,1,1,2,1,1,7
201921186,4,3,12,3,1,4
201520434,4,1,12,1,2,7
201340445,4,6,15,2,2,7
170123764,4,1,1,3,2,7
170785794,3,1,2,1,2,2
014287064,4,3,12,2,2,7
170618755,3,1,2,2,2,2
200270437,4,6,2,2,2,4
000896472,3,1,2,1,2,4
201111275,1,1,12,2,2,7
201402419,3,1,15,2,5,7
170205181,3,1,2,2,2,2
170380364,3,1,1,2,2,7
201120979,1,1,2,1,1,4
200260461,4,3,12,3,2,2
171038649,1,7,12,1,2,2
170765002,3,1,2,2,2,2
200550382,4,1,12,3,2,2
200600369,4,3,12,1,2,7
201370194,4,1,12,2,3,7
201790847,3,1,6,2,3,7
201402146,3,1,15,2,2,7
201151644,3,1,1,2,4,7
170831341,1,7,2,2,2,7
200050532,4,6,12,3,2,7
200050532,3,1,12,3,2,7
200920080,4,3,2,3,2,2
200671543,4,3,15,3,4,4
201091857,1,7,1,1,2,7
201360575,4,6,12,3,6,2
201402062,3,1,15,3,1,4
201170800,3,1,4,2,2,2
170204929,3,7,15,2,10,7
170381339,1,7,2,1,3,7
202043790,4,6,2,2,6,4
201791738,4,3,15,2,4,2
170764856,4,6,2,1,2,7
000638262,3,1,2,1,2,7
200962173,4,3,1,3,5,2
200010239,4,6,12,1,4,7
170866354,3,6,1,1,2,7
200600377,4,1,12,2,8,7
171056633,3,1,2,2,3,7
170764484,3,1,2,1,3,2
201790755,3,6,2,3,2,2
170701767,3,3,2,2,2,7
170787840,3,1,15,1,2,2
170618631,3,1,2,1,2,2
170391502,4,7,2,3,3,7
201100591,3,3,6,1,2,7
200962025,3,1,2,1,2,7
171056484,3,3,2,1,4,7
200200475,4,3,15,3,1,7
170872980,4,6,15,3,2,2
170006605,4,1,12,3,3,7
170701577,4,6,15,3,2,2
200850675,4,6,12,3,6,4
170143796,4,1,12,2,8,7
170903918,3,1,5,2,2,2
000655878,3,3,2,2,8,4
171056195,3,1,2,2,8,7
200040186,4,1,12,2,4,7
201081056,3,1,15,1,8,7
200961902,3,3,1,1,3,7
170865711,3,1,2,2,3,7
171056120,1,7,2,3,2,2
171056120,3,7,2,3,2,2
170825228,3,7,5,1,3,7
170618094,3,1,2,2,2,2
170707616,4,3,2,1,1,7
201520285,3,7,12,2,2,2
201520285,3,1,12,2,2,2
170888861,3,1,2,2,2,2
200961860,3,7,2,2,3,7
201091279,1,7,15,2,1,4
000882688,3,1,1,3,5,7
000882688,4,6,1,3,5,7
201520293,3,1,12,3,3,2
201091253,3,3,2,2,2,2
201520319,4,3,12,2,1,4
171125149,4,1,12,2,2,2
200671196,3,1,1,2,10,7
000813352,4,1,1,2,5,2
202287926,4,1,12,2,2,7
200780708,4,3,12,1,10,4
000655811,3,1,12,2,2,7
170045454,3,1,12,2,2,2
201120581,3,1,5,2,2,2
170758841,4,3,5,2,2,2
200710390,4,1,5,1,3,7
000665695,3,1,5,2,2,2
201340247,4,1,12,3,2,2
014444285,4,6,4,3,6,7
170888903,1,5,2,2,2,2
170618102,3,1,2,1,2,7
202003166,4,6,12,2,5,4
202003166,4,6,12,2,5,4
201500220,1,7,5,2,11,4
201480712,3,1,2,1,2,7
201520228,3,1,12,3,1,4
170900005,3,1,1,2,3,7
171055619,3,1,2,2,2,7
200000370,4,3,12,2,2,7
201981065,4,3,12,1,2,7
200961480,3,1,5,1,10,4
170034235,3,1,12,2,2,7
201401304,3,1,15,3,2,7
200230316,4,1,12,3,5,2
200900280,4,1,12,2,2,7
200620193,4,6,2,2,10,7
200350544,4,3,2,2,2,7
201610102,3,6,12,1,10,4
201951126,4,1,12,2,2,7
201790409,3,1,2,1,2,7
170701163,3,1,12,2,3,7
170888465,3,3,2,2,3,2
200330090,3,7,12,1,1,7
124700071,1,7,5,2,2,2
201630142,3,1,12,2,2,7
170758916,4,1,12,3,2,2
200770121,3,1,12,1,4,7
170250971,4,7,12,3,2,2
201360377,4,7,5,2,5,2
200000271,4,6,12,2,11,4
200020451,4,3,12,1,3,7
201060605,3,1,2,1,2,7
201360369,4,6,5,2,2,2
014238232,3,1,12,2,2,2
170864201,3,1,5,2,2,2
200260164,4,1,12,2,11,7
000880856,4,6,12,3,2,4
202287751,4,3,2,1,8,7
170787436,3,4,1,2,4,2
000768309,4,1,12,3,8,2
014258180,4,3,12,1,4,4
200961191,3,7,14,2,2,7
201400983,3,7,15,2,3,2
361078942,4,1,12,1,4,7
201570132,4,6,12,1,2,7
000951731,4,1,2,3,4,2
170787428,3,1,2,2,2,7
202074217,3,1,5,2,3,7
202074217,3,1,5,2,3,7
202074217,3,1,5,2,3,7
200270205,4,6,2,2,2,2
201270360,4,3,12,3,2,2
171055155,3,3,3,1,4,7
170726301,4,6,2,2,2,2
201400645,3,1,2,1,1,4
171055098,3,1,2,2,3,7
171055098,3,1,2,2,3,7
201631421,3,7,12,1,2,7
200640530,4,3,12,3,2,2
201350121,4,6,12,3,4,7
170888747,3,1,2,2,2,2
170609663,3,3,4,1,5,2
170886998,3,1,2,2,2,2
200740074,4,3,12,1,1,7
201350097,4,6,12,3,2,2
201170271,3,1,2,2,2,7
201170446,3,1,6,2,2,7
170726889,3,3,1,3,5,7
170378830,3,1,1,1,10,7
200150258,3,1,12,3,3,2
200150258,3,1,12,3,3,2
200150258,3,1,12,3,3,2
201790185,4,3,5,3,2,2
201790185,3,1,1,3,2,2
201080355,3,1,15,2,2,2
200600039,4,3,12,3,4,2
201440039,4,6,1,3,3,7
201340148,4,1,12,1,2,4
201170222,3,1,2,2,1,7
201400330,3,3,15,1,4,7
201280104,4,6,12,2,8,4
202311825,3,1,2,2,3,7
201350204,4,6,12,3,2,7
170613426,3,1,1,2,2,2
171005812,3,1,1,2,11,7
170888200,1,7,2,2,3,7
201040268,1,7,12,1,1,4
170133326,3,3,2,1,2,4
170758346,4,1,2,3,2,7
000958439,3,1,1,2,4,4
170810162,4,7,6,3,11,4
000817742,4,3,2,2,2,7
000840181,4,1,12,2,2,7
000568261,4,1,12,3,2,2
000655605,3,3,12,1,6,4
201400157,4,6,15,2,11,2
202287595,4,6,4,1,4,7
201160132,1,1,2,1,6,7
126020403,4,1,5,2,2,2
126020403,3,1,5,2,2,2
170341861,4,1,12,3,3,7
000876086,4,3,12,1,4,7
200400083,4,3,2,2,1,4
201520038,4,6,12,3,4,7
171054034,3,6,2,3,2,2
202369518,4,1,5,3,8,7
202458022,3,1,12,1,12,7
202509568,3,1,2,1,12,7
202458063,3,1,7,1,3,7
202587713,3,1,12,1,13,7
202493755,3,6,4,2,4,7
201024148,3,3,15,1,11,4
202492872,4,1,15,2,14,4
170784185,3,1,2,2,3,4
202509188,3,7,15,2,10,7
201077807,3,1,5,1,7,7
202509030,3,1,6,1,13,7
200785400,4,6,12,1,14,4
200645216,4,7,3,3,5,7
200645216,4,7,3,3,5,7
202492823,3,1,1,1,12,7
202508891,3,3,2,1,3,7
201186012,3,1,1,2,11,4
200776532,4,1,12,3,4,7
202252276,3,7,12,3,12,7
202081147,3,1,4,2,13,7
200003143,4,6,15,3,6,7
200359636,4,6,12,3,5,4
202508610,3,1,6,2,2,7
200033801,3,1,14,3,2,7
201273109,4,7,15,3,2,7
201185816,3,1,12,2,5,7
202508362,3,1,15,3,6,7
170627244,3,1,4,1,10,4
202491429,3,6,3,1,6,7
202625265,4,6,12,2,6,4
202541827,3,7,12,2,8,7
201639408,3,3,12,1,2,7
201639200,3,1,12,1,2,7
201763620,4,6,15,2,4,7
200625705,4,6,2,1,2,7
201523420,3,1,2,2,4,7
201639028,3,1,2,1,11,7
200263812,4,6,12,3,6,7
202494027,3,1,12,1,2,7
201510682,3,1,15,1,11,7
201638970,3,1,12,2,2,7
202507380,3,1,15,1,1,7
202608154,3,1,1,3,3,7
200332211,4,3,12,2,5,7
202599221,3,1,15,2,14,2
200357721,3,3,15,1,11,4
201363371,4,3,12,3,8,7
200677854,4,6,12,1,11,4
202598231,3,3,15,1,14,4
202540704,3,1,3,1,12,7
200677771,4,1,1,1,2,7
200555639,4,6,5,3,3,4
201509171,3,1,1,2,5,7
201924776,4,3,4,3,12,4
200997419,4,7,7,3,16,7
202506879,1,1,15,1,10,4
202467247,3,1,12,1,6,4
200555407,4,6,2,3,2,7
200170942,4,6,12,2,3,7
202518262,3,1,15,1,12,7
201073368,3,1,15,3,5,7
202449625,3,1,15,2,6,7
200631950,4,6,5,3,11,7
202503942,3,1,15,2,6,4
202549200,3,7,5,1,3,4
202487088,4,6,3,1,1,4
200332112,4,1,1,3,3,7
201773272,4,6,1,3,13,7
200812683,4,6,15,3,13,7
170839872,3,1,2,3,4,4
202449427,3,1,1,3,3,7
200823904,3,7,12,1,1,7
200831220,4,7,12,3,3,7
200775278,3,1,15,3,6,4
201562097,4,6,2,3,3,7
201491057,3,1,2,3,8,4
202486817,3,1,15,2,12,4
201072204,3,1,1,1,13,7
201613684,3,1,15,3,4,7
201126521,3,1,1,1,4,4
202474755,3,1,2,2,4,4
202500716,3,1,15,3,6,7
200212371,4,6,12,3,5,4
201859501,4,6,12,3,12,7
202506192,3,1,4,1,10,7
201021425,3,1,1,2,6,7
202317814,4,3,1,3,11,4
202486056,3,3,15,1,3,7
202516399,3,1,2,1,13,7
200631737,4,6,19,3,11,7
202341855,4,6,12,3,14,7
200023380,4,6,12,3,13,7
201311727,4,1,12,3,5,7
200002517,4,3,12,3,11,7
201510518,3,1,2,1,11,7
201955168,1,7,12,1,10,4
201183522,3,7,2,1,4,4
200374247,4,6,10,3,13,7
200841591,3,1,6,2,5,2
200271732,4,6,12,1,11,7
201203551,3,1,12,1,3,7
201489564,3,1,2,1,4,7
201858750,4,1,3,3,5,7
200881290,3,1,1,2,6,7
200331866,4,3,12,2,3,4
201088937,3,1,2,1,4,7
202484721,1,7,15,1,14,7
202180170,4,1,1,3,2,7
201126083,3,1,7,1,2,7
202077939,3,3,12,2,6,7
202444717,1,1,1,1,6,7
201070505,3,1,5,3,12,4
200603512,4,3,12,1,11,4
201407715,4,3,15,3,5,7
202366381,4,1,12,1,10,4
202484044,1,1,1,2,4,4
202464186,3,1,14,2,2,4
200514230,4,1,6,2,12,7
202445102,1,7,15,1,11,4
200571040,4,1,15,3,5,4
200603330,4,6,12,3,11,2
201070299,3,1,1,2,4,4
170759419,4,7,2,3,4,7
170759419,3,1,2,3,4,7
202365946,3,6,12,2,13,7
202365946,3,1,12,2,13,7
170384531,4,7,1,2,13,7
201179454,3,1,2,3,11,4
201362613,4,1,12,1,14,4
202422143,3,1,15,1,8,7
201522687,3,1,12,2,6,7
202359386,4,1,15,3,11,4
200041036,4,6,12,3,16,7
202357877,1,7,15,1,11,4
202357877,1,6,15,1,2,4
202358495,3,3,15,2,5,7
200675767,4,1,12,1,8,7
201167608,3,1,2,2,8,4
201020716,4,6,1,1,3,7
308679364,3,6,12,2,3,7
201857810,3,1,12,2,3,4
201107489,3,1,7,2,6,7
201069465,3,1,5,1,3,7
202315594,4,1,2,2,8,4
201701992,4,3,12,1,2,7
201635331,3,1,12,3,5,7
200373645,4,3,6,3,6,7
201505716,3,5,6,1,13,7
170765754,3,1,2,3,10,4
170868210,3,1,2,1,4,7
201106853,3,1,1,2,5,7
200612018,4,6,12,3,6,7
201146453,3,1,3,1,1,4
200354363,4,1,6,3,11,7
201119708,4,6,9,3,12,4
201505377,3,1,5,2,11,7
201105491,4,6,1,3,5,7
201923372,4,3,15,1,4,7
202422119,3,1,1,2,11,7
201118312,3,1,3,1,4,7
201407277,4,1,15,3,3,7
201105699,3,1,3,3,8,7
201751336,4,6,12,1,4,7
201407186,4,1,15,3,5,7
202064242,4,6,12,3,3,7
202352621,3,6,15,1,11,7
201117991,3,1,2,2,2,7
201125150,1,6,12,1,2,7
200901429,4,3,19,3,4,7
000897892,4,6,15,3,11,7
201159449,3,1,4,3,4,4
202443016,3,1,2,3,11,4
202443016,1,7,2,3,11,4
201097128,3,1,1,2,4,7
200921534,4,3,5,3,11,7
200353571,4,3,12,1,13,7
200901387,4,3,1,3,11,7
202349593,1,7,5,1,6,4
201352416,4,7,12,2,5,4
201634375,3,3,1,1,3,7
201181922,3,5,14,3,4,7
170761480,4,6,1,3,5,7
200570703,4,3,12,2,3,7
201067196,3,1,15,2,4,7
201175270,4,6,3,1,6,4
200631000,4,3,19,3,3,7
200331387,4,1,12,3,6,7
201681616,3,3,12,2,3,7
202330668,1,7,2,2,13,7
201158300,3,1,6,1,11,7
200772978,3,7,12,2,3,7
201352283,4,1,3,3,12,7
201035664,3,1,12,1,4,4
201352200,4,3,12,1,13,7
201681483,3,7,12,1,2,4
300863024,3,1,5,3,11,7
202338315,4,6,12,3,11,7
201271657,4,6,12,3,2,4
202313425,3,1,2,1,2,7
201351996,4,1,12,3,3,4
201124211,1,7,12,2,2,4
170165377,3,1,15,1,3,7
202250908,3,7,3,1,2,4
201361870,4,6,15,3,6,4
361485089,3,7,1,1,11,7
201406428,3,1,15,2,4,7
201114592,3,6,7,1,14,4
201856291,4,6,12,3,2,7
201856291,4,6,12,3,2,7
000901868,4,3,3,3,11,7
000901868,4,3,3,3,11,7
200051845,3,1,12,3,3,7
201405990,3,7,15,1,4,7
014509251,4,3,12,2,4,7
201114204,3,3,15,1,2,7
200330918,4,6,12,3,13,7
200673721,4,7,15,3,2,4
170366348,3,3,15,3,5,7
202339941,1,7,1,1,11,7
200994903,3,1,15,3,3,7
200040608,4,6,15,3,13,4
200261683,4,1,12,3,13,4
200261683,4,1,12,3,13,4
200261683,4,1,12,3,13,4
170357719,3,1,2,1,1,7
201163268,3,1,5,2,11,7
303814602,4,6,12,3,4,7
201123601,3,1,1,1,6,4
200642114,4,3,12,3,3,7
201405958,3,1,15,2,4,4
200371854,3,1,4,1,8,7
170856579,3,1,12,1,5,4
201056041,3,1,15,3,6,4
200641934,4,3,15,3,5,4
170626386,3,5,14,2,2,4
201405644,1,7,15,2,5,4
200371722,1,7,1,1,10,4
200551893,4,6,4,3,5,7
170718613,3,1,15,1,2,7
200830354,4,6,12,2,6,7
170629802,3,1,12,2,2,7
200781672,4,7,12,2,5,7
201484102,3,1,2,2,2,7
171011745,3,1,12,3,3,7
201063591,4,1,2,1,2,7
200371326,4,6,6,3,3,7
200371326,1,3,6,3,3,7
201982394,3,7,12,1,12,7
200621373,4,6,15,2,13,7
200621241,4,6,1,3,4,7
123273302,4,6,4,1,6,4
170629893,3,1,2,1,13,4
200880490,3,1,12,2,2,7
200001121,4,3,12,3,5,7
170626485,1,3,1,2,10,4
201153954,3,1,1,2,4,7
201063724,3,1,15,2,10,4
200641439,4,3,12,1,13,7
200711299,4,6,12,3,4,4
