SummaryNr,Degree,Nature,Occupation,FallDist,Cause,FatCause,TaskAssigned,HumanFactor,EnvironmentFactor,EventType,SourceInjury,PartBody,ProjType, ProjCost,EndUse
202488797,2,3,4,2,1,1,1,2,2,1,4,1,1,1,2
200713717,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2
200083616,2,1,1,3,3,6,1,1,2,1,4,2,1,7,1
201492162,2,4,3,3,1,1,1,5,1,1,2,1,1,6,1
202584991,1,1,4,1,1,2,1,2,2,1,3,2,1,4,3
201702727,1,1,1,1,1,1,1,1,1,1,3,5,1,1,2
201763414,2,2,1,2,3,3,1,2,1,1,2,4,1,1,3
200632057,2,2,1,2,3,3,1,1,1,1,1,4,1,3,3
200203297,2,1,1,3,1,1,1,4,2,1,1,1,2,1,2
202475661,1,3,2,3,2,1,1,3,1,1,2,1,2,2,1
200690956,2,3,1,2,1,1,1,1,1,1,1,1,2,1,3
202502498,1,2,4,3,1,1,1,5,1,1,2,2,2,1,2
202540324,1,1,1,2,1,2,1,2,2,1,3,4,2,6,1
200462331,2,4,2,1,1,1,2,2,2,1,4,1,2,1,2
202488284,1,3,4,3,1,1,1,1,2,1,5,1,3,1,3
100625193,2,1,4,2,1,1,1,1,1,1,1,1,1,4,2
202467197,1,1,2,2,2,1,1,3,3,1,2,3,1,5,1
200775351,2,2,1,1,1,4,1,5,1,1,3,1,3,1,3
200713543,2,2,1,2,1,1,1,1,1,1,1,1,1,5,1
202539557,1,1,2,2,2,1,1,2,1,1,1,4,2,2,1
201321296,2,1,1,2,1,1,1,1,1,1,5,1,3,1,2
200151314,2,4,4,3,1,1,1,2,2,1,5,3,3,1,1
200775484,1,1,4,2,1,1,1,4,1,1,2,2,1,5,1
200002772,2,3,1,2,2,1,1,1,1,1,1,3,1,4,2
202342127,1,2,1,2,3,6,1,1,1,1,2,2,1,7,1
200232163,2,2,1,3,3,3,1,1,1,1,1,3,1,3,1
200541746,2,2,1,2,3,1,1,3,2,1,2,3,1,4,3
202528980,1,1,1,2,1,1,1,4,2,1,2,2,1,2,1
200002731,2,3,1,1,4,2,1,1,2,1,3,1,3,1,1
202449286,3,1,3,1,2,4,2,1,2,1,1,4,2,1,1
202527909,1,2,1,2,1,1,2,3,2,1,4,1,3,4,4
200713378,2,2,4,2,1,1,1,1,2,1,1,1,1,4,1
201773231,2,2,4,3,1,1,1,1,1,1,1,1,2,4,1
202562542,1,1,2,2,2,5,1,1,1,1,2,4,1,5,4
200603975,2,4,1,3,3,5,1,3,1,1,1,3,2,1,3
201523172,3,3,2,2,2,3,1,3,1,1,1,1,1,1,2
200677276,2,1,1,3,3,1,1,1,1,1,1,1,1,3,3
202502795,1,3,3,2,1,2,1,2,1,1,3,1,1,5,1
202079406,2,3,4,2,1,5,1,6,1,1,1,1,3,1,1
201407988,2,4,3,3,2,5,1,4,2,1,2,3,1,6,4
202474896,1,1,4,3,1,1,1,5,2,1,4,2,3,2,1
202454252,1,2,4,2,1,2,1,5,2,1,3,1,3,1,4
201637519,1,1,4,2,1,1,1,1,1,1,2,4,2,1,2
200053130,1,3,1,3,3,1,1,2,2,1,2,1,1,6,3
200053130,2,1,1,3,3,1,1,2,2,1,2,1,1,6,3
202341947,2,4,1,1,4,2,1,2,2,1,3,1,2,2,3
201184074,2,2,4,3,1,1,1,5,2,1,2,1,1,1,1
202088498,2,2,1,3,1,1,1,4,1,1,1,1,2,1,2
202474821,1,2,4,1,1,2,1,2,2,1,3,1,3,1,2
201043650,1,1,1,2,1,1,1,5,2,1,2,2,1,1,1
200774974,1,1,1,1,4,6,1,6,1,1,1,4,1,2,2
200742310,2,3,1,2,1,1,1,3,1,1,2,1,3,1,3
200774834,1,1,1,3,1,1,1,3,1,1,2,4,3,1,4
201262268,2,1,4,2,1,1,1,1,4,1,5,1,3,1,1
202079133,1,2,1,2,1,6,1,5,1,1,1,2,1,5,2
202447900,1,1,2,3,2,1,1,2,2,1,4,2,1,3,2
200881381,2,1,4,1,1,1,2,6,1,1,1,1,2,1,1
200631786,2,3,4,3,1,1,1,1,1,1,2,1,2,1,3
201763000,2,3,2,3,2,3,1,1,1,1,1,3,1,6,4
202251658,2,2,1,3,1,1,1,3,2,1,4,3,1,6,1
200677037,2,3,3,1,1,2,1,1,2,1,3,1,1,2,2
200713279,2,1,1,2,1,1,1,1,1,1,5,1,3,2,1
202486379,1,1,4,1,1,1,1,2,1,1,2,5,1,2,2
201407939,2,2,3,2,1,5,1,2,2,1,2,1,3,1,1
200774784,2,2,4,2,1,1,2,5,1,1,1,3,2,1,3
200053064,2,3,1,3,3,3,1,2,2,1,2,1,1,3,1
202288536,2,2,2,1,2,1,1,1,2,1,5,1,1,4,2
201955226,1,1,2,2,2,6,1,3,1,1,5,3,1,6,3
201344561,2,1,4,2,1,1,1,2,2,1,4,1,3,1,1
200742245,2,1,1,3,1,1,2,6,1,1,1,1,3,1,4
201039849,1,1,1,2,3,2,1,2,2,1,3,5,1,3,3
201762952,2,3,2,3,2,4,1,4,1,1,2,3,1,4,2
202014502,2,2,1,2,1,1,1,4,2,1,1,1,3,1,2
202447199,1,2,4,2,1,1,1,1,2,1,5,2,1,4,1
200603744,2,3,1,3,3,3,1,1,1,1,4,1,1,2,1
201071776,1,1,4,2,1,1,1,2,1,1,1,2,3,1,4
201169513,1,1,4,2,1,2,1,2,2,1,3,2,3,2,2
202495941,1,3,1,1,2,1,1,1,2,1,2,1,1,3,1
202472163,2,1,2,3,2,3,1,2,2,1,1,3,1,4,2
202014486,2,1,4,3,1,1,1,1,2,1,5,1,2,1,2
202495883,3,1,1,2,3,3,1,2,2,1,2,5,1,2,1
202465076,1,1,1,2,4,1,1,3,1,1,1,5,1,4,2
201168945,2,3,2,3,2,3,1,2,1,1,4,1,3,1,2
200082998,2,3,1,3,1,1,1,5,1,1,2,1,3,1,4
200452266,2,2,1,3,1,1,1,5,1,1,4,3,1,6,1
201955135,1,4,1,2,1,1,1,1,1,1,1,1,3,1,2
200784189,2,4,2,2,2,6,1,3,1,1,1,1,1,5,2
200676823,2,2,1,2,1,1,1,5,3,1,1,2,1,3,2
202472098,2,3,2,2,1,3,1,1,1,1,2,1,1,4,3
201955119,1,4,1,2,1,1,1,1,1,1,1,4,2,1,2
200924835,2,3,1,3,1,1,1,1,1,1,5,1,2,3,1
201149234,1,1,4,2,1,1,1,2,2,1,4,2,3,1,2
200073740,2,1,1,1,1,1,1,3,1,1,1,2,2,1,2
201622271,2,1,2,1,2,3,1,1,1,1,1,1,3,1,2
202495719,1,1,3,2,1,1,1,6,2,1,4,2,2,2,2
201924131,2,3,1,3,3,1,1,1,2,1,1,3,1,4,1
201720265,2,3,4,3,1,1,1,1,2,1,2,3,3,7,1
200624278,2,2,4,2,1,1,1,1,2,1,5,1,3,1,2
200052959,1,3,1,2,1,1,1,1,2,1,2,1,3,1,2
202453346,1,1,1,3,3,3,1,6,1,1,1,4,1,5,1
200374171,2,2,4,3,1,1,1,5,1,1,2,2,1,5,1
202359121,1,1,4,3,1,1,1,1,2,1,2,4,2,1,4
200910453,2,2,4,3,1,1,2,5,1,1,1,3,3,1,4
202004974,2,3,1,3,1,1,1,1,1,1,1,2,1,5,2
201573193,2,2,1,3,2,4,1,4,1,1,5,3,1,5,2
200624187,2,3,4,3,1,1,1,2,1,1,1,1,2,2,1
200151215,2,2,1,3,1,1,1,2,2,1,1,1,2,5,2
201344330,2,1,3,2,2,3,1,7,1,1,5,1,1,2,1
200901981,1,1,2,2,1,1,1,7,1,1,1,4,1,3,2
308684315,2,2,4,2,1,1,1,4,1,1,1,1,1,4,2
202498697,2,2,4,3,1,1,1,3,1,1,1,1,1,4,4
200923464,2,2,3,2,3,5,1,1,2,1,4,1,1,2,1
202461851,2,4,1,3,1,1,1,3,2,1,2,3,1,6,1
200462190,2,2,1,3,3,5,1,1,3,1,2,3,1,4,1
202361945,2,2,3,3,1,1,1,3,1,1,1,1,1,7,3
200554640,2,2,1,3,1,1,1,2,2,1,2,2,3,1,1
201992740,1,1,3,3,3,3,1,3,1,1,1,4,1,7,1
200052835,1,4,1,1,4,5,1,7,1,1,1,3,1,6,3
171111511,2,2,4,3,1,1,1,2,1,1,4,1,2,3,1
201489317,2,2,4,2,1,1,1,1,1,1,5,1,1,1,2
200462117,2,3,4,3,1,1,1,1,1,1,1,1,1,4,2
201489309,1,1,4,2,1,1,1,1,1,1,5,3,2,1,2
202361630,2,1,4,3,1,2,1,1,2,1,2,3,2,4,3
201148467,2,2,4,3,1,1,1,2,2,1,4,3,2,5,1
201203528,2,3,4,2,1,1,1,3,1,1,1,1,2,1,2
202495214,1,1,4,2,1,6,2,2,2,1,4,1,1,3,1
201148608,1,2,4,3,1,1,1,2,2,1,4,1,3,1,1
202361606,2,2,4,3,1,1,1,3,1,1,2,3,2,4,1
200355816,1,2,2,2,2,3,1,3,2,1,2,4,1,4,2
202463873,2,1,4,2,1,1,1,2,1,1,1,1,1,1,3
200758332,2,1,4,2,1,1,1,1,1,1,2,2,2,2,1
200774552,1,3,1,2,1,1,1,3,1,1,1,1,2,2,2
200612430,1,1,1,1,1,1,1,6,1,1,5,1,2,1,1
200462091,2,4,2,1,2,3,2,1,2,1,4,1,2,2,4
201088457,1,1,3,1,2,3,1,7,2,1,2,4,1,4,2
202484242,1,1,2,2,2,2,1,2,2,1,2,4,1,4,2
201488970,1,1,2,2,2,1,1,3,1,1,5,4,1,7,2
202444618,1,2,2,3,2,1,1,2,2,1,1,2,1,7,3
201488996,1,3,1,1,4,2,1,1,4,1,5,1,3,1,2
201362746,2,3,1,2,2,4,1,4,4,1,5,2,3,2,3
200831071,2,4,1,2,1,1,1,4,2,1,2,1,3,1,2
201042785,3,4,2,2,2,3,1,2,1,1,2,1,1,5,1
201042785,3,1,2,2,2,3,1,2,1,1,2,4,1,5,1
201407657,2,3,3,2,2,1,1,1,2,1,5,1,1,4,2
201992633,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2
200812170,2,2,4,3,1,1,1,5,1,1,2,2,2,1,3
201042736,2,1,2,3,1,3,2,5,1,1,2,1,1,6,4
201070307,1,1,2,1,2,1,1,1,2,1,2,4,1,4,2
200676369,1,4,1,2,1,1,1,1,1,1,5,1,1,1,2
201070273,1,1,3,2,2,1,1,1,1,1,5,4,1,3,2
201942257,1,2,4,2,1,1,1,2,1,1,1,1,3,4,1
200676138,1,1,1,3,1,1,1,1,2,1,1,1,3,1,2
201182995,1,2,3,2,3,4,1,1,1,1,1,2,3,1,2
202463691,1,1,2,2,2,4,1,1,1,1,2,4,1,3,2
201635984,1,1,4,1,1,2,1,1,1,1,3,2,3,1,2
200032746,2,1,4,2,1,1,1,5,2,1,2,3,2,1,3
201362647,2,3,1,2,1,1,1,1,1,1,5,1,3,1,1
201522752,1,1,1,3,1,1,1,5,3,1,1,2,3,1,2
201042678,1,1,2,2,1,1,1,6,1,1,1,3,1,6,1
170765499,2,3,4,2,1,6,1,6,1,1,1,1,3,1,1
200541415,2,1,1,3,4,2,1,5,1,1,5,3,1,1,3
202461687,2,2,1,3,1,1,1,5,2,1,2,3,1,6,1
201772977,2,3,4,2,1,2,1,1,2,1,3,1,2,1,1
201362621,2,2,4,3,1,6,1,1,2,1,4,2,3,1,1
300833795,1,1,3,2,2,3,1,5,1,1,2,2,1,2,2
201087970,3,4,2,3,1,1,2,3,4,1,2,4,3,1,2
201179512,1,1,3,1,4,4,1,3,2,1,4,4,3,1,2
200082600,1,1,1,3,3,1,1,3,2,1,4,1,1,3,1
200262855,2,2,1,1,1,1,2,2,2,1,4,1,3,1,2
200002178,2,3,1,2,4,5,1,2,2,1,1,1,1,6,1
202004693,2,2,1,3,3,1,1,7,1,1,2,3,1,3,1
200675833,2,1,4,3,1,1,1,1,1,1,2,1,3,1,1
200831022,2,3,1,2,1,2,1,2,2,1,3,1,1,3,1
201992344,1,1,1,3,1,1,1,1,1,1,2,2,2,3,3
202359394,1,1,1,2,3,2,1,3,2,1,3,3,1,3,1
202443503,1,1,2,1,2,2,1,1,4,1,3,5,3,1,4
202443487,1,2,3,2,2,1,1,1,1,1,1,2,1,3,1
201992336,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1
202353868,1,1,4,3,1,1,2,3,1,1,1,1,1,1,2
125881151,2,2,1,3,1,4,1,3,4,1,1,2,1,2,4
309254852,2,1,1,3,1,1,1,1,2,1,2,1,2,2,1
201992583,1,3,4,1,1,2,1,1,2,1,3,1,3,1,2
201147816,1,4,4,2,1,2,1,2,2,1,3,2,1,6,2
202014288,2,2,1,2,1,4,1,2,2,1,1,1,1,5,4
202359808,2,2,4,2,1,1,1,5,2,1,5,2,3,1,1
201407541,2,2,3,2,1,1,1,5,1,1,2,1,3,1,1
200530384,1,1,4,3,1,1,1,1,1,1,1,2,1,3,3
202443321,3,4,4,2,1,1,1,1,2,1,2,2,1,3,2
200102234,2,2,1,3,3,3,1,2,1,1,2,3,1,6,1
201800372,2,2,1,2,1,1,1,1,1,1,2,1,3,1,3
201407798,2,3,3,1,4,4,1,2,2,1,5,1,1,2,2
201561537,2,2,4,2,1,1,1,1,1,1,1,1,1,3,1
100022094,2,3,1,2,2,4,1,4,1,1,5,1,2,4,2
202260725,2,2,1,3,3,3,1,2,2,1,2,2,1,7,1
200774289,1,4,1,3,1,4,1,6,2,1,4,3,1,4,2
200774289,1,4,1,3,1,4,1,6,2,1,4,3,1,4,2
200676039,2,3,1,1,2,2,1,7,1,1,3,1,1,3,4
200151074,2,2,1,3,1,1,1,2,2,1,4,1,2,2,2
201087202,1,1,3,2,3,3,1,1,2,1,5,2,1,5,1
201125804,1,3,4,1,1,2,1,2,2,1,3,1,3,1,2
201147527,1,4,4,2,1,1,1,2,2,1,4,3,3,1,2
201107570,1,1,3,3,4,1,2,3,1,1,1,2,1,2,1
201858438,2,2,1,1,3,3,1,5,1,1,2,1,1,6,1
201923729,2,3,1,2,1,1,1,1,2,1,1,1,1,3,4
200690766,2,4,1,2,1,1,1,3,4,1,1,1,1,6,1
200082378,2,3,1,3,1,1,1,5,1,1,2,1,1,5,1
202450425,2,1,1,1,2,2,2,4,2,1,3,1,3,1,2
200082386,1,1,1,2,1,1,1,3,1,1,1,1,2,2,2
201561453,2,3,4,2,1,1,1,3,1,1,5,1,1,3,3
202076881,2,2,1,2,1,1,1,2,2,1,4,1,1,2,1
201857646,2,4,1,2,3,5,1,1,1,1,5,1,1,3,1
200554095,2,2,1,3,1,1,1,3,1,1,5,3,3,1,1
201343829,2,1,1,2,3,3,1,5,1,1,1,1,1,6,1
200530053,2,3,4,2,1,1,1,7,1,1,5,1,3,1,1
202441333,2,2,2,3,2,1,2,6,1,1,2,2,1,3,1
200032522,2,3,1,2,2,4,1,7,2,1,1,1,1,2,2
200373744,2,2,4,2,1,1,1,5,2,1,4,2,1,2,2
201352846,2,3,1,1,2,2,1,2,2,1,1,1,1,2,2
202442026,1,1,2,2,2,3,1,3,2,1,4,1,1,5,2
202451787,1,1,2,3,2,6,1,2,2,1,4,4,1,5,1
202442158,1,1,2,2,2,1,1,1,1,1,2,2,1,6,1
200451896,2,3,1,2,4,3,1,1,1,1,1,1,1,5,1
200603058,2,4,3,3,3,1,2,1,1,1,2,1,1,3,1
201487998,1,1,3,2,2,3,1,4,1,1,5,5,1,6,2
200675429,2,3,1,3,2,3,1,5,1,1,2,1,1,2,1
201991882,2,3,1,3,2,1,1,1,1,1,5,1,1,3,2
201320769,2,1,1,3,1,1,1,3,1,1,5,1,2,5,3
201069036,1,1,4,1,1,1,1,1,1,1,1,3,2,2,3
202441762,1,1,3,2,2,4,1,4,2,1,5,4,1,2,2
201991775,1,1,4,2,1,1,1,1,1,1,1,1,1,5,1
200072445,1,3,1,3,2,1,1,3,1,1,2,1,1,4,4
200202547,2,1,1,2,1,1,1,3,1,1,2,2,2,2,3
201488103,1,1,4,1,1,2,1,3,2,1,3,5,1,5,2
000952929,2,1,4,3,1,1,1,5,3,1,5,1,1,5,2
201042256,2,2,1,1,2,3,1,2,4,1,1,1,1,3,2
200451854,2,2,1,2,1,1,1,6,1,1,1,1,2,1,1
201942059,2,2,4,2,1,4,2,5,1,1,1,1,1,4,2
202441473,1,2,2,1,2,3,1,3,2,1,4,2,1,5,2
201370939,2,1,1,3,1,1,1,5,1,1,5,1,1,3,1
202441580,1,1,3,2,4,3,1,4,1,1,2,4,1,7,2
200774024,1,1,1,2,2,1,1,2,2,1,1,2,2,2,4
201487725,1,2,4,1,1,1,1,1,1,1,5,4,3,1,3
000952879,2,1,4,2,1,1,1,1,1,1,1,1,1,2,1
201857521,2,1,1,1,1,2,1,2,2,1,3,1,2,1,2
201037553,1,3,2,3,2,1,1,1,1,1,2,1,1,5,2
202345195,2,2,1,2,1,6,1,1,1,1,1,3,1,3,2
202345179,2,1,1,2,1,1,1,5,1,1,5,3,2,1,1
201119898,1,2,2,2,2,1,1,3,1,1,2,2,1,6,4
202023529,2,2,4,2,1,6,1,3,1,1,2,1,3,1,3
201522422,3,4,1,3,2,4,1,5,1,1,1,2,1,5,2
201991676,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2
200380632,2,2,4,3,1,1,1,3,2,1,4,3,1,3,2
201799343,1,1,3,2,1,1,2,3,1,1,1,5,2,3,1
201177904,1,1,4,1,1,2,1,1,2,1,3,4,2,1,2
201177094,2,2,2,1,2,3,1,1,2,1,2,1,1,3,2
170840961,1,1,4,2,1,1,1,1,1,1,2,1,2,2,4
200202513,2,1,4,2,2,2,1,2,2,1,3,1,3,4,4
200373355,2,3,2,2,1,2,1,2,2,1,3,2,2,5,1
200880987,1,1,1,1,1,4,1,1,1,1,1,2,1,2,2
201146644,1,1,4,2,1,1,1,2,2,1,4,5,3,1,1
308660125,1,1,3,3,1,1,1,1,2,1,2,2,3,1,3
201991536,1,1,1,2,1,1,2,1,3,1,5,2,1,3,1
201068517,2,2,2,3,2,1,1,3,4,1,1,1,1,3,4
201487436,1,4,4,1,1,1,1,2,1,1,5,1,2,1,2
200052488,1,1,1,2,1,2,1,2,2,1,3,4,2,4,1
201487394,2,2,2,2,2,4,1,1,1,1,4,3,3,1,2
200822823,3,1,1,2,3,2,1,2,1,1,1,5,1,4,3
201146362,1,1,3,2,2,3,2,5,1,1,1,5,1,6,4
201853751,2,1,4,2,1,1,1,1,2,1,1,1,1,6,1
200150936,2,3,1,2,1,4,2,1,4,1,1,1,2,1,2
202076279,1,4,4,2,1,1,1,3,1,1,1,4,3,1,2
202440400,1,2,2,2,1,1,1,1,2,1,2,3,1,3,1
200262509,2,3,1,3,1,1,1,2,2,1,1,1,3,1,1
202440350,2,2,2,2,2,3,1,3,1,1,1,1,1,4,2
200262517,2,3,1,1,3,2,1,2,2,1,3,1,1,1,3
201068558,1,1,3,2,1,1,2,1,4,1,1,5,2,1,1
201407301,2,3,3,2,1,1,1,3,2,1,4,3,2,1,2
200052397,2,3,1,1,1,2,2,1,2,1,2,1,3,1,2
000901926,2,1,3,2,2,3,1,7,3,1,5,1,1,5,2
200023026,2,2,1,3,1,1,1,1,2,1,4,2,2,1,4
200773810,1,2,1,2,1,1,1,6,2,1,1,3,2,2,2
201146016,1,1,2,2,2,1,1,1,2,1,1,2,2,5,1
200541134,2,1,1,3,4,3,1,2,3,1,5,1,1,3,1
200995264,2,2,1,3,1,1,1,1,2,1,4,2,3,1,2
201058831,1,1,3,2,2,3,1,3,1,1,1,3,1,7,1
201486941,1,4,4,1,1,1,1,2,1,1,2,3,3,1,2
201486974,2,3,3,2,2,1,1,6,1,1,5,1,3,1,2
201067816,2,2,4,3,1,1,1,2,1,1,2,3,3,1,1
200712313,2,3,1,1,2,4,2,2,1,1,1,1,2,6,1
201118346,2,2,4,3,1,1,1,2,1,1,1,1,1,6,1
201166428,1,3,2,1,2,2,1,2,1,1,3,1,1,1,2
201271996,2,3,1,1,2,6,1,1,1,1,5,1,1,5,2
200072296,2,3,2,2,2,3,1,1,2,1,4,1,1,2,2
202344768,2,2,4,2,1,1,2,1,1,1,1,1,3,1,1
201634797,1,1,1,2,2,1,1,1,2,1,4,4,1,7,4
202439824,1,1,2,2,2,1,1,5,2,1,1,2,2,6,2
202439907,1,2,3,1,1,2,1,2,2,1,3,1,3,1,3
201068194,1,1,4,2,1,2,1,6,1,1,3,2,1,4,2
202004537,2,2,1,2,4,5,2,2,2,1,3,1,1,1,2
201954070,3,1,4,2,1,1,1,6,1,1,1,5,2,2,1
201085842,1,1,2,2,1,1,2,1,4,1,2,3,1,4,1
201159852,1,2,4,1,1,1,1,7,1,1,1,1,3,1,2
170840938,1,1,2,2,2,1,1,3,1,1,2,2,2,2,3
200783272,2,4,1,2,2,3,1,7,1,1,2,1,1,3,2
201118379,1,1,2,1,2,1,1,7,1,1,5,4,2,1,3
202439733,1,3,2,1,2,3,1,2,4,1,4,1,1,3,2
200122570,2,3,1,2,1,4,1,4,1,1,3,1,2,1,3
200773364,1,1,1,3,2,6,1,1,2,1,2,1,1,2,4
201105384,1,1,4,2,1,1,1,1,1,1,1,2,1,2,2
201311289,2,3,1,3,1,1,1,2,2,1,3,3,3,2,1
201522059,2,1,1,1,1,1,1,4,1,1,2,1,3,1,2
201486610,1,1,2,1,2,1,1,7,1,1,5,3,1,3,2
200712297,2,2,1,1,2,4,1,7,1,1,1,1,1,3,1
201522018,2,3,1,2,2,4,1,1,1,1,1,1,1,2,2
200773455,1,4,1,2,2,1,1,5,2,1,2,2,1,6,4
201990835,1,3,1,2,1,6,1,1,1,1,2,1,2,2,1
201990884,1,1,1,1,2,3,1,1,1,1,5,2,1,4,2
201067774,2,2,4,3,1,6,1,7,1,1,1,1,2,2,1
201486529,1,1,2,2,2,1,1,6,1,1,5,3,1,2,2
201085511,1,1,3,2,1,1,1,1,1,1,2,5,2,2,2
201521986,2,2,3,2,2,3,1,4,2,1,1,2,1,6,2
201085594,1,3,2,2,2,1,2,1,4,1,1,1,1,5,1
201159035,1,1,4,2,1,1,1,2,1,1,2,1,1,4,2
201991247,2,3,2,2,2,3,1,5,1,1,2,1,1,6,4
201953817,1,4,4,2,1,2,1,7,1,1,3,4,1,1,2
200602670,2,3,1,3,2,3,1,7,1,1,5,1,1,6,4
100103175,2,3,1,2,1,2,1,1,1,1,3,1,2,5,2
201145521,1,1,3,1,1,1,1,1,1,1,1,5,3,1,2
200674869,3,4,1,2,1,1,1,4,2,1,4,1,1,6,4
201772464,2,2,4,2,1,2,1,7,2,1,3,1,2,3,3
201117918,1,3,4,2,1,1,1,1,2,1,4,1,3,1,2
202344412,2,4,1,2,1,1,1,1,1,1,2,1,2,6,1
201691235,1,3,1,2,1,1,1,1,1,1,2,1,2,2,1
201486420,1,1,4,1,1,2,1,1,1,1,5,4,1,3,2
201486321,1,4,4,2,1,1,1,2,1,1,2,3,3,2,1
201352432,2,1,1,3,1,1,1,6,1,1,1,1,1,4,4
201118189,3,4,2,2,2,3,1,2,4,1,4,2,1,4,2
201085420,1,3,4,1,1,1,2,1,4,1,2,1,1,1,2
202351920,1,3,3,1,4,2,1,4,4,1,3,1,1,7,1
000952325,2,1,4,1,1,1,1,1,1,1,1,2,1,2,1
170843700,1,1,4,2,1,1,1,1,1,1,2,2,1,1,2
201504735,3,4,4,3,1,1,1,2,2,1,1,3,3,1,4
201035920,1,1,2,2,2,3,1,6,2,1,4,2,1,2,2
200674760,2,2,1,2,1,1,2,3,1,1,1,3,2,1,1
201175080,1,2,4,2,1,1,1,1,2,1,2,4,1,4,2
200202174,2,2,1,3,4,5,1,2,2,1,4,2,2,2,3
201117355,1,1,4,2,1,1,1,2,1,1,4,2,1,5,2
200822401,1,1,2,2,2,1,1,1,1,1,5,2,1,2,2
170707798,2,1,4,3,1,1,1,5,1,1,1,2,1,4,3
201158862,1,1,4,2,1,1,1,2,2,1,4,2,1,4,2
201159084,1,1,4,2,1,1,1,2,1,1,2,2,1,3,2
307019471,2,3,1,3,1,1,1,3,1,1,5,1,3,2,1
201165495,2,2,1,2,1,1,1,2,2,1,4,1,3,4,1
200513430,2,2,4,2,1,4,2,4,1,1,4,1,1,2,2
200220168,2,2,1,3,1,1,1,1,2,1,1,3,1,6,3
201772316,2,2,1,2,1,1,2,1,1,1,1,2,3,1,2
201691987,1,3,4,1,1,2,1,4,3,1,3,1,2,1,1
202353736,1,1,3,2,1,1,1,5,2,1,5,3,3,1,1
200622744,2,2,2,3,2,6,2,5,1,1,5,1,1,7,3
200622736,2,3,1,2,1,1,1,5,1,1,1,1,1,2,2
202313821,1,1,2,1,2,4,1,1,1,1,1,4,1,5,1
200372910,2,3,2,3,1,1,2,2,2,1,1,2,1,3,1
201144342,1,1,2,1,2,2,1,4,2,1,3,2,1,7,2
202004446,2,2,4,2,1,1,1,2,2,1,2,1,1,2,2
200202265,2,2,4,2,1,1,1,1,1,1,5,1,3,1,2
170873186,1,1,4,2,1,1,1,1,1,1,1,4,2,1,2
201989837,1,1,1,2,1,1,1,2,1,1,5,1,1,5,1
200150811,1,1,4,2,1,1,1,3,1,1,1,1,2,5,1
201144771,1,1,2,3,2,1,1,3,2,1,2,4,1,6,4
201084381,1,4,4,1,1,2,1,2,2,1,3,1,3,1,2
201261575,2,3,1,2,4,1,1,1,1,1,1,1,2,2,2
201067006,1,1,2,2,2,1,1,4,1,1,2,1,1,5,2
202339727,1,1,4,1,1,3,1,1,2,1,2,1,1,2,3
201485950,1,1,4,2,1,1,1,1,1,1,5,3,1,3,2
201271764,2,1,1,2,3,1,1,5,1,1,1,1,1,6,1
200602514,2,3,1,3,3,1,1,1,2,1,2,1,1,3,1
201681632,1,1,1,2,1,1,1,1,1,1,2,5,1,2,2
200840924,2,1,1,2,1,6,2,1,1,1,2,1,2,1,1
200772796,1,4,1,2,2,2,1,1,1,1,1,4,1,5,1
201485802,1,1,4,1,1,4,1,6,1,1,5,3,2,2,1
201521796,1,1,1,2,1,1,1,7,1,1,2,2,3,1,2
200650810,2,3,3,2,1,1,1,3,1,1,1,1,2,3,1
170710834,1,1,2,2,1,4,1,5,2,1,1,5,1,4,2
200231330,2,2,4,3,1,1,1,5,1,1,2,3,1,4,1
201066123,2,3,3,1,1,1,1,1,3,1,1,1,2,1,2
201144151,1,1,2,1,2,1,1,1,2,1,5,4,1,4,2
200822062,2,3,1,2,4,4,1,5,1,1,4,1,1,5,2
201041464,1,1,3,2,1,2,1,2,2,1,3,2,3,2,4
202349650,2,2,2,2,2,3,1,2,2,1,4,1,1,6,4
201485638,1,1,2,3,2,2,1,1,1,1,5,4,1,5,4
201922770,2,2,3,3,3,2,1,2,2,1,3,3,1,2,1
201320496,2,1,1,3,1,1,1,6,1,1,2,2,1,1,1
201115813,3,4,1,2,1,1,1,3,2,1,2,2,3,1,1
304891658,2,4,3,2,1,1,1,1,2,1,5,1,2,1,4
014269310,1,1,4,2,1,2,1,1,2,1,3,2,1,3,3
200011674,2,3,4,3,1,1,1,1,1,1,5,1,1,1,1
201124385,2,3,1,2,2,1,1,1,2,1,2,1,1,6,2
170838122,1,1,4,2,1,1,1,1,1,1,1,4,3,1,1
201343001,2,3,1,3,1,5,1,1,2,1,5,1,2,5,1
170763536,1,1,4,3,1,1,1,3,4,1,1,4,1,3,3
201041266,1,1,3,2,3,2,1,2,2,1,3,2,1,1,3
100354828,2,1,4,2,1,1,1,5,2,1,2,1,1,1,1
201988961,2,2,1,3,1,2,1,4,2,1,3,2,1,3,1
306232844,2,3,1,2,1,2,1,2,1,1,3,1,3,1,1
201761764,2,3,1,2,1,1,1,6,1,1,2,1,1,3,1
201862513,2,2,1,2,3,1,1,5,2,1,1,2,1,2,3
202013819,2,1,2,3,2,3,1,5,1,1,2,1,1,6,4
201485232,1,1,2,2,2,1,1,1,1,1,5,3,1,5,2
201362043,2,4,1,1,1,2,1,2,2,1,3,1,1,4,2
